id,question,choices,answerKey,clean,corrupted,correct_idx,incorrect_idx
TAKS_2009_8_39,Squirrels in cold climates gather and store food for winter. The squirrels sometimes bury nuts and then do not return for them. These nuts can grow to become trees. This chain of events is an example of,"{'text': array(['predation', 'seed distribution', 'competition',
       'seed fossilization'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"Squirrels in cold climates gather and store food for winter. The squirrels sometimes bury nuts and then do not return for them. These nuts can grow to become trees. This chain of events is an example of
(A) predation
(B) seed distribution
(C) competition
(D) seed fossilization
Answer: (","Which is the most possible answer?
(A) predation
(B) seed distribution
(C) competition
(D) seed fossilization
Answer: (",33,"[32, 34, 35]"
Mercury_SC_408357,Kurt drinks frozen fruit juice from a small cup. He measures the amount of fruit juice in the cup. Which property is Kurt measuring?,"{'text': array(['density', 'height', 'temperature', 'volume'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Kurt drinks frozen fruit juice from a small cup. He measures the amount of fruit juice in the cup. Which property is Kurt measuring?
(A) density
(B) height
(C) temperature
(D) volume
Answer: (","Which is the most possible answer?
(A) density
(B) height
(C) temperature
(D) volume
Answer: (",35,"[32, 33, 34]"
Mercury_178710,A simple machine that has a mechanical advantage equal to 1 would most likely be used to,"{'text': array(['decrease effort.', 'decrease work.', 'change direction.',
       'change resistance.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"A simple machine that has a mechanical advantage equal to 1 would most likely be used to
(A) decrease effort.
(B) decrease work.
(C) change direction.
(D) change resistance.
Answer: (","Which is the most possible answer?
(A) decrease effort.
(B) decrease work.
(C) change direction.
(D) change resistance.
Answer: (",34,"[32, 33, 35]"
Mercury_410598,"Roberto is sliding down a plastic slide on the playground. After he reaches the ground, he feels a small electric shock when he touches a piece of metal. What has been built up on his body that causes the shock?","{'text': array(['atoms', 'electrons', 'neutrons', 'protons'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"Roberto is sliding down a plastic slide on the playground. After he reaches the ground, he feels a small electric shock when he touches a piece of metal. What has been built up on his body that causes the shock?
(A) atoms
(B) electrons
(C) neutrons
(D) protons
Answer: (","Which is the most possible answer?
(A) atoms
(B) electrons
(C) neutrons
(D) protons
Answer: (",33,"[32, 34, 35]"
TIMSS_2011_4_pg15,Plants grow best in soils that are rich in which of the following?,"{'text': array(['grains of sand', 'lumps of clay', 'layers of gravel',
       'decaying plants and animals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Plants grow best in soils that are rich in which of the following?
(A) grains of sand
(B) lumps of clay
(C) layers of gravel
(D) decaying plants and animals
Answer: (","Which is the most possible answer?
(A) grains of sand
(B) lumps of clay
(C) layers of gravel
(D) decaying plants and animals
Answer: (",35,"[32, 33, 34]"
Mercury_7217088,The rate of acceleration of an object is determined by the mass of the object and,"{'text': array(['the initial velocity of the object.',
       'the forces acting on the object.',
       'the direction of movement of the object.',
       'the change in kinetic energy of the object.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"The rate of acceleration of an object is determined by the mass of the object and
(A) the initial velocity of the object.
(B) the forces acting on the object.
(C) the direction of movement of the object.
(D) the change in kinetic energy of the object.
Answer: (","Which is the most possible answer?
(A) the initial velocity of the object.
(B) the forces acting on the object.
(C) the direction of movement of the object.
(D) the change in kinetic energy of the object.
Answer: (",33,"[32, 34, 35]"
Mercury_7143360,Some aquifers are composed of limestone and dolomite. Which process increases the open spaces of the aquifer formation?,"{'text': array(['wave action', 'wind erosion', 'tensional faulting',
       'chemical weathering'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Some aquifers are composed of limestone and dolomite. Which process increases the open spaces of the aquifer formation?
(A) wave action
(B) wind erosion
(C) tensional faulting
(D) chemical weathering
Answer: (","Which is the most possible answer?
(A) wave action
(B) wind erosion
(C) tensional faulting
(D) chemical weathering
Answer: (",35,"[32, 33, 34]"
MCAS_2012_8_23645,Leather basketballs are made for indoor use on smooth surfaces. Rubber basketballs are made for use on many different surfaces. Which of the following properties of rubber makes it better than leather for use on many different surfaces?,"{'text': array(['Rubber is durable.', 'Rubber is lightweight.',
       'Rubber is dark in color.', 'Rubber is quickly produced.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Leather basketballs are made for indoor use on smooth surfaces. Rubber basketballs are made for use on many different surfaces. Which of the following properties of rubber makes it better than leather for use on many different surfaces?
(A) Rubber is durable.
(B) Rubber is lightweight.
(C) Rubber is dark in color.
(D) Rubber is quickly produced.
Answer: (","Which is the most possible answer?
(A) Rubber is durable.
(B) Rubber is lightweight.
(C) Rubber is dark in color.
(D) Rubber is quickly produced.
Answer: (",32,"[33, 34, 35]"
LEAP__4_10228,"On a field trip in a wooded area, you see a small, strange object. You wonder whether it is a live animal. The best way to find out is to observe the object to see if it","{'text': array(['has an odor.', 'has separate parts.',
       'can make a noise and has a lifelike color.',
       'carries out basic life functions.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"On a field trip in a wooded area, you see a small, strange object. You wonder whether it is a live animal. The best way to find out is to observe the object to see if it
(A) has an odor.
(B) has separate parts.
(C) can make a noise and has a lifelike color.
(D) carries out basic life functions.
Answer: (","Which is the most possible answer?
(A) has an odor.
(B) has separate parts.
(C) can make a noise and has a lifelike color.
(D) carries out basic life functions.
Answer: (",35,"[32, 33, 34]"
MSA_2012_8_29,"Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it","{'text': array(['reduces air pollution', 'increases biodiversity',
       'reduces sound pollution', 'increases ozone emissions'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it
(A) reduces air pollution
(B) increases biodiversity
(C) reduces sound pollution
(D) increases ozone emissions
Answer: (","Which is the most possible answer?
(A) reduces air pollution
(B) increases biodiversity
(C) reduces sound pollution
(D) increases ozone emissions
Answer: (",32,"[33, 34, 35]"
Mercury_SC_401774,A whistle produces a sound because blowing air in the whistle causes,"{'text': array(['the whistle material to shake.',
       'the air inside the whistle to vibrate.',
       'the air to be absorbed by the whistle.',
       'the air in the whistle to heat up and expand.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"A whistle produces a sound because blowing air in the whistle causes
(A) the whistle material to shake.
(B) the air inside the whistle to vibrate.
(C) the air to be absorbed by the whistle.
(D) the air in the whistle to heat up and expand.
Answer: (","Which is the most possible answer?
(A) the whistle material to shake.
(B) the air inside the whistle to vibrate.
(C) the air to be absorbed by the whistle.
(D) the air in the whistle to heat up and expand.
Answer: (",33,"[32, 34, 35]"
TIMSS_2003_4_pg14,Each year the Earth moves once around,"{'text': array(['Mars', 'the Sun', 'the Moon', 'all the other planets'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"Each year the Earth moves once around
(A) Mars
(B) the Sun
(C) the Moon
(D) all the other planets
Answer: (","Which is the most possible answer?
(A) Mars
(B) the Sun
(C) the Moon
(D) all the other planets
Answer: (",33,"[32, 34, 35]"
ACTAAP_2008_7_13,"According to Newton's first law of motion, what counteracts gravity to keep a satellite in orbit?","{'text': array(['inertia', 'energy', 'friction', 'magnetism'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"According to Newton's first law of motion, what counteracts gravity to keep a satellite in orbit?
(A) inertia
(B) energy
(C) friction
(D) magnetism
Answer: (","Which is the most possible answer?
(A) inertia
(B) energy
(C) friction
(D) magnetism
Answer: (",32,"[33, 34, 35]"
Mercury_SC_416096,How do plants get water and minerals?,"{'text': array(['absorbed from the soil though the roots',
       'absorbed from the soil through the stem',
       'absorbed from the air through the flowers',
       'absorbed from the air through the leaves'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"How do plants get water and minerals?
(A) absorbed from the soil though the roots
(B) absorbed from the soil through the stem
(C) absorbed from the air through the flowers
(D) absorbed from the air through the leaves
Answer: (","Which is the most possible answer?
(A) absorbed from the soil though the roots
(B) absorbed from the soil through the stem
(C) absorbed from the air through the flowers
(D) absorbed from the air through the leaves
Answer: (",32,"[33, 34, 35]"
NYSEDREGENTS_2013_8_12,A cell's chromosomes contain,"{'text': array(['genes', 'chlorophyll', 'sperm', 'eggs'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",1,"A cell's chromosomes contain
(1) genes
(2) chlorophyll
(3) sperm
(4) eggs
Answer: (","Which is the most possible answer?
(1) genes
(2) chlorophyll
(3) sperm
(4) eggs
Answer: (",16,"[17, 18, 19]"
Mercury_7222845,Which of these events is an example of a change in climate?,"{'text': array(['Afternoon clouds form and block the sunlight.',
       'A series of tornadoes occurs over a one-week period.',
       'An overnight temperature drop causes frost to form.',
       'The average amount of annual precipitation decreases.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Which of these events is an example of a change in climate?
(A) Afternoon clouds form and block the sunlight.
(B) A series of tornadoes occurs over a one-week period.
(C) An overnight temperature drop causes frost to form.
(D) The average amount of annual precipitation decreases.
Answer: (","Which is the most possible answer?
(A) Afternoon clouds form and block the sunlight.
(B) A series of tornadoes occurs over a one-week period.
(C) An overnight temperature drop causes frost to form.
(D) The average amount of annual precipitation decreases.
Answer: (",35,"[32, 33, 34]"
Mercury_SC_401166,Which object works best when reflecting light?,"{'text': array(['mirror', 'camera', 'binoculars', 'eyeglasses'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Which object works best when reflecting light?
(A) mirror
(B) camera
(C) binoculars
(D) eyeglasses
Answer: (","Which is the most possible answer?
(A) mirror
(B) camera
(C) binoculars
(D) eyeglasses
Answer: (",32,"[33, 34, 35]"
LEAP_2005_4_10267,"A wetland was drained to build a mall. Two years later, there were no more toads in that area. Why did the toads disappear?","{'text': array(['The toads were destroyed by the construction equipment.',
       'The toads died because toads cannot breathe out of water.',
       'The toads were frightened and went into the woods.',
       'The toads go their food from the wetland ecosystem.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"A wetland was drained to build a mall. Two years later, there were no more toads in that area. Why did the toads disappear?
(A) The toads were destroyed by the construction equipment.
(B) The toads died because toads cannot breathe out of water.
(C) The toads were frightened and went into the woods.
(D) The toads go their food from the wetland ecosystem.
Answer: (","Which is the most possible answer?
(A) The toads were destroyed by the construction equipment.
(B) The toads died because toads cannot breathe out of water.
(C) The toads were frightened and went into the woods.
(D) The toads go their food from the wetland ecosystem.
Answer: (",35,"[32, 33, 34]"
ACTAAP_2007_7_18,Which elements are found to the right of the zigzag line in the periodic table?,"{'text': array(['liquids', 'metals', 'metals and gases', 'nonmetals and gases'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Which elements are found to the right of the zigzag line in the periodic table?
(A) liquids
(B) metals
(C) metals and gases
(D) nonmetals and gases
Answer: (","Which is the most possible answer?
(A) liquids
(B) metals
(C) metals and gases
(D) nonmetals and gases
Answer: (",35,"[32, 33, 34]"
Mercury_7188370,Miranda learned how the human body carries out life functions. Which is the most basic level of organization in the human body?,"{'text': array(['an organ', 'a system', 'a tissue', 'a cell'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Miranda learned how the human body carries out life functions. Which is the most basic level of organization in the human body?
(A) an organ
(B) a system
(C) a tissue
(D) a cell
Answer: (","Which is the most possible answer?
(A) an organ
(B) a system
(C) a tissue
(D) a cell
Answer: (",35,"[32, 33, 34]"
MSA_2013_5_5,"Pollutants, such as motor oil and gasoline, are sometimes leaked onto roads by vehicles. How do these pollutants most likely affect the environment?","{'text': array(['Storms wash the pollutants into lakes and rivers.',
       'Animals become sick from licking the pollutants on the road.',
       'Animals get stuck in the pollutants when they cross the road.',
       'Winds blow the pollutants to the side of the road and harm the soil.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Pollutants, such as motor oil and gasoline, are sometimes leaked onto roads by vehicles. How do these pollutants most likely affect the environment?
(A) Storms wash the pollutants into lakes and rivers.
(B) Animals become sick from licking the pollutants on the road.
(C) Animals get stuck in the pollutants when they cross the road.
(D) Winds blow the pollutants to the side of the road and harm the soil.
Answer: (","Which is the most possible answer?
(A) Storms wash the pollutants into lakes and rivers.
(B) Animals become sick from licking the pollutants on the road.
(C) Animals get stuck in the pollutants when they cross the road.
(D) Winds blow the pollutants to the side of the road and harm the soil.
Answer: (",32,"[33, 34, 35]"
MCAS_2005_5_8,Which of the following objects is probably the most flexible?,"{'text': array(['a ceramic dish', 'a wooden block', 'a short steel rod',
       'a new rubber hose'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Which of the following objects is probably the most flexible?
(A) a ceramic dish
(B) a wooden block
(C) a short steel rod
(D) a new rubber hose
Answer: (","Which is the most possible answer?
(A) a ceramic dish
(B) a wooden block
(C) a short steel rod
(D) a new rubber hose
Answer: (",35,"[32, 33, 34]"
Mercury_184888,A student practicing for the outdoor track team begins to sweat. To what stimulus is the body responding?,"{'text': array(['an increase in heart rate', 'an increase in body temperature',
       'an increase in oxygen demand', 'an increase in breathing rate'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"A student practicing for the outdoor track team begins to sweat. To what stimulus is the body responding?
(A) an increase in heart rate
(B) an increase in body temperature
(C) an increase in oxygen demand
(D) an increase in breathing rate
Answer: (","Which is the most possible answer?
(A) an increase in heart rate
(B) an increase in body temperature
(C) an increase in oxygen demand
(D) an increase in breathing rate
Answer: (",33,"[32, 34, 35]"
Mercury_7044188,What repeating cycle is responsible for the four seasons that occur on Earth?,"{'text': array(['rotation of the moon', 'rotation of the Sun',
       'revolution of the sun in the galaxy',
       'revolution of the earth about the sun'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"What repeating cycle is responsible for the four seasons that occur on Earth?
(A) rotation of the moon
(B) rotation of the Sun
(C) revolution of the sun in the galaxy
(D) revolution of the earth about the sun
Answer: (","Which is the most possible answer?
(A) rotation of the moon
(B) rotation of the Sun
(C) revolution of the sun in the galaxy
(D) revolution of the earth about the sun
Answer: (",35,"[32, 33, 34]"
Mercury_7056875,Which of these systems functions to protect and support vital organs?,"{'text': array(['digestive', 'skeletal', 'nervous', 'excretory'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"Which of these systems functions to protect and support vital organs?
(A) digestive
(B) skeletal
(C) nervous
(D) excretory
Answer: (","Which is the most possible answer?
(A) digestive
(B) skeletal
(C) nervous
(D) excretory
Answer: (",33,"[32, 34, 35]"
Mercury_SC_400868,Which characteristic would best help a rabbit survive in snow?,"{'text': array(['short legs', 'dim eyesight', 'thick, white fur', 'slow movement'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Which characteristic would best help a rabbit survive in snow?
(A) short legs
(B) dim eyesight
(C) thick, white fur
(D) slow movement
Answer: (","Which is the most possible answer?
(A) short legs
(B) dim eyesight
(C) thick, white fur
(D) slow movement
Answer: (",34,"[32, 33, 35]"
Mercury_SC_409142,Scientists are studying a pond. Which property can the scientists measure to understand the amount of energy held by the lake water?,"{'text': array(['the depth of the lake', 'the color of the water',
       'the volume of the lake', 'the temperature of the water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Scientists are studying a pond. Which property can the scientists measure to understand the amount of energy held by the lake water?
(A) the depth of the lake
(B) the color of the water
(C) the volume of the lake
(D) the temperature of the water
Answer: (","Which is the most possible answer?
(A) the depth of the lake
(B) the color of the water
(C) the volume of the lake
(D) the temperature of the water
Answer: (",35,"[32, 33, 34]"
Mercury_SC_408900,Russell wants to observe changes in nature over the next few months. What can a thermometer help Russell investigate?,"{'text': array(['rainfall amounts each week', 'tiny organisms in pond water',
       'the high temperatures each day',
       'the amount of growth in a plant'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Russell wants to observe changes in nature over the next few months. What can a thermometer help Russell investigate?
(A) rainfall amounts each week
(B) tiny organisms in pond water
(C) the high temperatures each day
(D) the amount of growth in a plant
Answer: (","Which is the most possible answer?
(A) rainfall amounts each week
(B) tiny organisms in pond water
(C) the high temperatures each day
(D) the amount of growth in a plant
Answer: (",34,"[32, 33, 35]"
Mercury_SC_401624,The egg stage in the life cycle of a bird is most like which phase in the life cycle of certain types of flowers?,"{'text': array(['seed', 'spore', 'pollen', 'immature flower'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"The egg stage in the life cycle of a bird is most like which phase in the life cycle of certain types of flowers?
(A) seed
(B) spore
(C) pollen
(D) immature flower
Answer: (","Which is the most possible answer?
(A) seed
(B) spore
(C) pollen
(D) immature flower
Answer: (",32,"[33, 34, 35]"
Mercury_7188965,Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used?,"{'text': array(['circulatory', 'digestive', 'endocrine', 'nervous'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used?
(A) circulatory
(B) digestive
(C) endocrine
(D) nervous
Answer: (","Which is the most possible answer?
(A) circulatory
(B) digestive
(C) endocrine
(D) nervous
Answer: (",33,"[32, 34, 35]"
NCEOGA_2013_8_32,Which is the best way to help prevent the flu from becoming a pandemic?,"{'text': array(['getting a vaccination', 'taking antibiotics',
       'eating fruits and vegetables', 'washing hands often'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Which is the best way to help prevent the flu from becoming a pandemic?
(A) getting a vaccination
(B) taking antibiotics
(C) eating fruits and vegetables
(D) washing hands often
Answer: (","Which is the most possible answer?
(A) getting a vaccination
(B) taking antibiotics
(C) eating fruits and vegetables
(D) washing hands often
Answer: (",32,"[33, 34, 35]"
Mercury_7008208,Which theory states that the universe originated as a single mass?,"{'text': array(['Big Bang', 'Steady State', 'Astronomical', 'Catastrophism'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Which theory states that the universe originated as a single mass?
(A) Big Bang
(B) Steady State
(C) Astronomical
(D) Catastrophism
Answer: (","Which is the most possible answer?
(A) Big Bang
(B) Steady State
(C) Astronomical
(D) Catastrophism
Answer: (",32,"[33, 34, 35]"
Mercury_7092400,"As two continental plates collide, the edges of the plates are crumpled and uplifted. Which of these landforms is most likely a result of this type of collision?","{'text': array(['normal faults', 'mountain ranges', 'U-shaped valleys',
       'shield volcanoes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"As two continental plates collide, the edges of the plates are crumpled and uplifted. Which of these landforms is most likely a result of this type of collision?
(A) normal faults
(B) mountain ranges
(C) U-shaped valleys
(D) shield volcanoes
Answer: (","Which is the most possible answer?
(A) normal faults
(B) mountain ranges
(C) U-shaped valleys
(D) shield volcanoes
Answer: (",33,"[32, 34, 35]"
Mercury_417462,"During a walk in the woods, Mandy finds a plant structure that had fallen onto the trail. Mandy can tell the object contained seeds, and thinks it came from a flowering plant instead of a conifer. How can she determine if the object came from a flowering plant?","{'text': array(['by looking for seed coats on the seeds',
       'by looking for wing-like structures on the seeds',
       'by looking for fruit tissue around the seeds',
       'by looking for young sporophytes inside the seeds'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"During a walk in the woods, Mandy finds a plant structure that had fallen onto the trail. Mandy can tell the object contained seeds, and thinks it came from a flowering plant instead of a conifer. How can she determine if the object came from a flowering plant?
(A) by looking for seed coats on the seeds
(B) by looking for wing-like structures on the seeds
(C) by looking for fruit tissue around the seeds
(D) by looking for young sporophytes inside the seeds
Answer: (","Which is the most possible answer?
(A) by looking for seed coats on the seeds
(B) by looking for wing-like structures on the seeds
(C) by looking for fruit tissue around the seeds
(D) by looking for young sporophytes inside the seeds
Answer: (",34,"[32, 33, 35]"
Mercury_SC_401211,"The esophagus, stomach, and small intestine are parts of which body system?","{'text': array(['nervous', 'digestive', 'respiratory', 'muscular'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"The esophagus, stomach, and small intestine are parts of which body system?
(A) nervous
(B) digestive
(C) respiratory
(D) muscular
Answer: (","Which is the most possible answer?
(A) nervous
(B) digestive
(C) respiratory
(D) muscular
Answer: (",33,"[32, 34, 35]"
Mercury_178605,Which of the following is a chemical property of silver?,"{'text': array(['malleable', 'white metal', 'conductor of heat',
       'reacts with nitric acid'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Which of the following is a chemical property of silver?
(A) malleable
(B) white metal
(C) conductor of heat
(D) reacts with nitric acid
Answer: (","Which is the most possible answer?
(A) malleable
(B) white metal
(C) conductor of heat
(D) reacts with nitric acid
Answer: (",35,"[32, 33, 34]"
Mercury_SC_400364,"If the climate in an area changed over time to become very cold, which change would most likely help a species living there to survive?","{'text': array(['a thicker neck and longer tail',
       'a larger mouth and stronger jaws', 'an increase in fur and fat',
       'an increase in height and speed'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"If the climate in an area changed over time to become very cold, which change would most likely help a species living there to survive?
(A) a thicker neck and longer tail
(B) a larger mouth and stronger jaws
(C) an increase in fur and fat
(D) an increase in height and speed
Answer: (","Which is the most possible answer?
(A) a thicker neck and longer tail
(B) a larger mouth and stronger jaws
(C) an increase in fur and fat
(D) an increase in height and speed
Answer: (",34,"[32, 33, 35]"
NYSEDREGENTS_2008_8_15,A broken bone heals through the process of,"{'text': array(['adaptation', 'mutation', 'cell division', 'chemical digestion'],
      dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",3,"A broken bone heals through the process of
(1) adaptation
(2) mutation
(3) cell division
(4) chemical digestion
Answer: (","Which is the most possible answer?
(1) adaptation
(2) mutation
(3) cell division
(4) chemical digestion
Answer: (",18,"[16, 17, 19]"
ACTAAP_2015_5_7,Which is the best example of an object with kinetic energy?,"{'text': array(['a plate sitting on a table', 'a bird perching in a tree',
       'a marble rolling down a ramp', 'a dam holding back some water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Which is the best example of an object with kinetic energy?
(A) a plate sitting on a table
(B) a bird perching in a tree
(C) a marble rolling down a ramp
(D) a dam holding back some water
Answer: (","Which is the most possible answer?
(A) a plate sitting on a table
(B) a bird perching in a tree
(C) a marble rolling down a ramp
(D) a dam holding back some water
Answer: (",34,"[32, 33, 35]"
Mercury_7180618,"Lions tend to prey on primary consumers like zebras and gazelles. If there were a sudden decline in a population of lions, which ecological imbalance would most likely occur in the habitat?","{'text': array(['overgrazing', 'eutrophication', 'invasion by non-native species',
       'overproduction of greenhouse gases'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Lions tend to prey on primary consumers like zebras and gazelles. If there were a sudden decline in a population of lions, which ecological imbalance would most likely occur in the habitat?
(A) overgrazing
(B) eutrophication
(C) invasion by non-native species
(D) overproduction of greenhouse gases
Answer: (","Which is the most possible answer?
(A) overgrazing
(B) eutrophication
(C) invasion by non-native species
(D) overproduction of greenhouse gases
Answer: (",32,"[33, 34, 35]"
Mercury_415262,Which of the following could help to reduce a home heating bill in winter?,"{'text': array(['replacing wood doors with aluminum doors',
       'using more insulation in the walls of the home',
       'removing thick rugs and heavy curtains in the home',
       'painting the roof of the home white to reflect light'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"Which of the following could help to reduce a home heating bill in winter?
(A) replacing wood doors with aluminum doors
(B) using more insulation in the walls of the home
(C) removing thick rugs and heavy curtains in the home
(D) painting the roof of the home white to reflect light
Answer: (","Which is the most possible answer?
(A) replacing wood doors with aluminum doors
(B) using more insulation in the walls of the home
(C) removing thick rugs and heavy curtains in the home
(D) painting the roof of the home white to reflect light
Answer: (",33,"[32, 34, 35]"
Mercury_7200200,Elizabeth uses a specific type of whistle to call her dogs. The noise made by the whistle is heard by the dogs but cannot be heard by the human ear. Which statement best describes why humans cannot hear the sound made by the whistle?,"{'text': array(['The speed of the sound is too fast.',
       'The amplitude of the sound is too low.',
       'The frequency of the sound is too high.',
       'The wavelength of the sound is too long.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Elizabeth uses a specific type of whistle to call her dogs. The noise made by the whistle is heard by the dogs but cannot be heard by the human ear. Which statement best describes why humans cannot hear the sound made by the whistle?
(A) The speed of the sound is too fast.
(B) The amplitude of the sound is too low.
(C) The frequency of the sound is too high.
(D) The wavelength of the sound is too long.
Answer: (","Which is the most possible answer?
(A) The speed of the sound is too fast.
(B) The amplitude of the sound is too low.
(C) The frequency of the sound is too high.
(D) The wavelength of the sound is too long.
Answer: (",34,"[32, 33, 35]"
MDSA_2008_8_24,"Use the information to answer the question. Over the last 150 years, the use of fossil fuels has increased, resulting in more carbon dioxide and other greenhouse gases in the atmosphere. Some scientists think that these atmospheric gases will result in global warming. Scientists have recorded data on global temperature changes and have predicted possible changes in sea level that may affect Maryland residents. Which action helps reduce global warming?","{'text': array(['developing highways', 'driving large vehicles',
       'using renewable power sources',
       'using electricity from coal burning power plants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Use the information to answer the question. Over the last 150 years, the use of fossil fuels has increased, resulting in more carbon dioxide and other greenhouse gases in the atmosphere. Some scientists think that these atmospheric gases will result in global warming. Scientists have recorded data on global temperature changes and have predicted possible changes in sea level that may affect Maryland residents. Which action helps reduce global warming?
(A) developing highways
(B) driving large vehicles
(C) using renewable power sources
(D) using electricity from coal burning power plants
Answer: (","Which is the most possible answer?
(A) developing highways
(B) driving large vehicles
(C) using renewable power sources
(D) using electricity from coal burning power plants
Answer: (",34,"[32, 33, 35]"
Mercury_185238,"As members of a food web, humans are considered to be","{'text': array(['producers.', 'consumers.', 'decomposers.', 'scavengers.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"As members of a food web, humans are considered to be
(A) producers.
(B) consumers.
(C) decomposers.
(D) scavengers.
Answer: (","Which is the most possible answer?
(A) producers.
(B) consumers.
(C) decomposers.
(D) scavengers.
Answer: (",33,"[32, 34, 35]"
