question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"Which of the following changes in body composition are associated with ageing in older adults?
",Increased bone mass,Increased muscle mass,Increased body fat,All of the above,C,nutrition,"Which of the following changes in body composition are associated with ageing in older adults?

(A) Increased bone mass
(B) Increased muscle mass
(C) Increased body fat
(D) All of the above
Answer: (","Which is the most possible answer?
(A) Increased bone mass
(B) Increased muscle mass
(C) Increased body fat
(D) All of the above
Answer: (",34,"[32, 33, 35]"
"What is the main source of protein in the British diet?
",Fish and fish products,Pulses,Meat and meat products,Milk and milk products,C,nutrition,"What is the main source of protein in the British diet?

(A) Fish and fish products
(B) Pulses
(C) Meat and meat products
(D) Milk and milk products
Answer: (","Which is the most possible answer?
(A) Fish and fish products
(B) Pulses
(C) Meat and meat products
(D) Milk and milk products
Answer: (",34,"[32, 33, 35]"
"What is leptin resistance?
",Deficiency of leptin caused by a mutation in the leptin gene,Lack of leptin release from the adipose tissue,High concentrations of leptin without reduction in energy intake,Low concentrations of leptin with increased energy intake,C,nutrition,"What is leptin resistance?

(A) Deficiency of leptin caused by a mutation in the leptin gene
(B) Lack of leptin release from the adipose tissue
(C) High concentrations of leptin without reduction in energy intake
(D) Low concentrations of leptin with increased energy intake
Answer: (","Which is the most possible answer?
(A) Deficiency of leptin caused by a mutation in the leptin gene
(B) Lack of leptin release from the adipose tissue
(C) High concentrations of leptin without reduction in energy intake
(D) Low concentrations of leptin with increased energy intake
Answer: (",34,"[32, 33, 35]"
"The two most common causes of foodborne illness in the United States and Europe are:
",Salmonella and Campylobacter,Listeria and Salmonella,Shigella and Staphlococcus,E. coli STECs and non-STEC subtypes,A,nutrition,"The two most common causes of foodborne illness in the United States and Europe are:

(A) Salmonella and Campylobacter
(B) Listeria and Salmonella
(C) Shigella and Staphlococcus
(D) E. coli STECs and non-STEC subtypes
Answer: (","Which is the most possible answer?
(A) Salmonella and Campylobacter
(B) Listeria and Salmonella
(C) Shigella and Staphlococcus
(D) E. coli STECs and non-STEC subtypes
Answer: (",32,"[33, 34, 35]"
"Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?
",80-90%,No reduction in the incidence,Approximately 50 %,None of the options given is correct,A,nutrition,"Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?

(A) 80-90%
(B) No reduction in the incidence
(C) Approximately 50 %
(D) None of the options given is correct
Answer: (","Which is the most possible answer?
(A) 80-90%
(B) No reduction in the incidence
(C) Approximately 50 %
(D) None of the options given is correct
Answer: (",32,"[33, 34, 35]"
"What are the disadvantages of identifying under-reporting of usual intake using the doubly labelled water technique?
",It uses a sophisticated analytical technique,It provides a marker for energy intake only,Mis-reporting of low energy content foods would not be identified,All of the options given are correct,D,nutrition,"What are the disadvantages of identifying under-reporting of usual intake using the doubly labelled water technique?

(A) It uses a sophisticated analytical technique
(B) It provides a marker for energy intake only
(C) Mis-reporting of low energy content foods would not be identified
(D) All of the options given are correct
Answer: (","Which is the most possible answer?
(A) It uses a sophisticated analytical technique
(B) It provides a marker for energy intake only
(C) Mis-reporting of low energy content foods would not be identified
(D) All of the options given are correct
Answer: (",35,"[32, 33, 34]"
"Facial flushing is seen in approximately 50% of East Asians and is thought to be due to a deficiency of?
",ALDH1,ALDH2,ALDH3,ALDH4,B,nutrition,"Facial flushing is seen in approximately 50% of East Asians and is thought to be due to a deficiency of?

(A) ALDH1
(B) ALDH2
(C) ALDH3
(D) ALDH4
Answer: (","Which is the most possible answer?
(A) ALDH1
(B) ALDH2
(C) ALDH3
(D) ALDH4
Answer: (",33,"[32, 34, 35]"
"Which of the following foods do not contain free sugars
",Cows' milk,Natural unsweetened orange juice,Honey,Agave nectar,A,nutrition,"Which of the following foods do not contain free sugars

(A) Cows' milk
(B) Natural unsweetened orange juice
(C) Honey
(D) Agave nectar
Answer: (","Which is the most possible answer?
(A) Cows' milk
(B) Natural unsweetened orange juice
(C) Honey
(D) Agave nectar
Answer: (",32,"[33, 34, 35]"
"Which of the following inborn errors of metabolism gives rise to zinc deficiency?
",Acrodermatitis enteropathica,Wilson's disease,Menkes disease,Haemochromatosis,A,nutrition,"Which of the following inborn errors of metabolism gives rise to zinc deficiency?

(A) Acrodermatitis enteropathica
(B) Wilson's disease
(C) Menkes disease
(D) Haemochromatosis
Answer: (","Which is the most possible answer?
(A) Acrodermatitis enteropathica
(B) Wilson's disease
(C) Menkes disease
(D) Haemochromatosis
Answer: (",32,"[33, 34, 35]"
"Ulcerative Colitis
",Carries a risk of colonic cancer,Can be treated with a LOFFLEX diet,Can be caused by small intestinal bacterial overgrowth,Can be caused by milk intolerance,A,nutrition,"Ulcerative Colitis

(A) Carries a risk of colonic cancer
(B) Can be treated with a LOFFLEX diet
(C) Can be caused by small intestinal bacterial overgrowth
(D) Can be caused by milk intolerance
Answer: (","Which is the most possible answer?
(A) Carries a risk of colonic cancer
(B) Can be treated with a LOFFLEX diet
(C) Can be caused by small intestinal bacterial overgrowth
(D) Can be caused by milk intolerance
Answer: (",32,"[33, 34, 35]"
"What characteristic is not representative of a type IIb muscle fibre?
",Low oxidative capacity,High fatigue resistance,High motor unit strength,Fast contractile speed,B,nutrition,"What characteristic is not representative of a type IIb muscle fibre?

(A) Low oxidative capacity
(B) High fatigue resistance
(C) High motor unit strength
(D) Fast contractile speed
Answer: (","Which is the most possible answer?
(A) Low oxidative capacity
(B) High fatigue resistance
(C) High motor unit strength
(D) Fast contractile speed
Answer: (",33,"[32, 34, 35]"
"Which of the following statements is not true?
",Vegan diets are likely to be deficient in protein,Cereals are deficient in lysine,Legumes are deficient in methionine,Dairy products are rich source of tryptophan,A,nutrition,"Which of the following statements is not true?

(A) Vegan diets are likely to be deficient in protein
(B) Cereals are deficient in lysine
(C) Legumes are deficient in methionine
(D) Dairy products are rich source of tryptophan
Answer: (","Which is the most possible answer?
(A) Vegan diets are likely to be deficient in protein
(B) Cereals are deficient in lysine
(C) Legumes are deficient in methionine
(D) Dairy products are rich source of tryptophan
Answer: (",32,"[33, 34, 35]"
"Intestinal failiure:
",Always requires parenteral nutritional suport,May follow colectomy,Is always permanent,May benefit from sodium supplementation of >=90mmol/l,D,nutrition,"Intestinal failiure:

(A) Always requires parenteral nutritional suport
(B) May follow colectomy
(C) Is always permanent
(D) May benefit from sodium supplementation of >=90mmol/l
Answer: (","Which is the most possible answer?
(A) Always requires parenteral nutritional suport
(B) May follow colectomy
(C) Is always permanent
(D) May benefit from sodium supplementation of >=90mmol/l
Answer: (",35,"[32, 33, 34]"
"Which of the following statements is correct?
",Mycotoxins contaminate foods containing bacteria formed during storage under dry conditions,Mycotoxins contaminate foods containing fungi formed during storage under dry conditions,Mycotoxins contaminate foods containing bacteria formed during storage under moist conditions,Mycotoxins contaminate foods containing fungi formed during storage under moist conditions,D,nutrition,"Which of the following statements is correct?

(A) Mycotoxins contaminate foods containing bacteria formed during storage under dry conditions
(B) Mycotoxins contaminate foods containing fungi formed during storage under dry conditions
(C) Mycotoxins contaminate foods containing bacteria formed during storage under moist conditions
(D) Mycotoxins contaminate foods containing fungi formed during storage under moist conditions
Answer: (","Which is the most possible answer?
(A) Mycotoxins contaminate foods containing bacteria formed during storage under dry conditions
(B) Mycotoxins contaminate foods containing fungi formed during storage under dry conditions
(C) Mycotoxins contaminate foods containing bacteria formed during storage under moist conditions
(D) Mycotoxins contaminate foods containing fungi formed during storage under moist conditions
Answer: (",35,"[32, 33, 34]"
"Which of the following is true about dietary calcium:
",Typical calcium intake in most adults is between 0.5mg and 2.0mg per day,Activated Vitamin D decreases absorption of dietary calcium,There is clear evidence that people who consume more than the average amount of calcium have a lower risk of bone fractures.,"Absorption efficiency is inversely related to calcium intake, so that a higher proportion is absorbed when calcium intake is low",D,nutrition,"Which of the following is true about dietary calcium:

(A) Typical calcium intake in most adults is between 0.5mg and 2.0mg per day
(B) Activated Vitamin D decreases absorption of dietary calcium
(C) There is clear evidence that people who consume more than the average amount of calcium have a lower risk of bone fractures.
(D) Absorption efficiency is inversely related to calcium intake, so that a higher proportion is absorbed when calcium intake is low
Answer: (","Which is the most possible answer?
(A) Typical calcium intake in most adults is between 0.5mg and 2.0mg per day
(B) Activated Vitamin D decreases absorption of dietary calcium
(C) There is clear evidence that people who consume more than the average amount of calcium have a lower risk of bone fractures.
(D) Absorption efficiency is inversely related to calcium intake, so that a higher proportion is absorbed when calcium intake is low
Answer: (",35,"[32, 33, 34]"
"Oral bacterial synthesise extracellular glucans (dextran and mutan) from which host dietary component?
",glucose,Alpha limit dextrins,Sucrose,polysaccharides,C,nutrition,"Oral bacterial synthesise extracellular glucans (dextran and mutan) from which host dietary component?

(A) glucose
(B) Alpha limit dextrins
(C) Sucrose
(D) polysaccharides
Answer: (","Which is the most possible answer?
(A) glucose
(B) Alpha limit dextrins
(C) Sucrose
(D) polysaccharides
Answer: (",34,"[32, 33, 35]"
"What is the definition of overweight?
",BMI > 25 kg/m2,BMI = 25 kg/m2,BMI 25-29.9 kg/m2,BMI 25-30 kg/m2,C,nutrition,"What is the definition of overweight?

(A) BMI > 25 kg/m2
(B) BMI = 25 kg/m2
(C) BMI 25-29.9 kg/m2
(D) BMI 25-30 kg/m2
Answer: (","Which is the most possible answer?
(A) BMI > 25 kg/m2
(B) BMI = 25 kg/m2
(C) BMI 25-29.9 kg/m2
(D) BMI 25-30 kg/m2
Answer: (",34,"[32, 33, 35]"
"Pregnancy and lactation is known to:
",Decrease calcium requirements,Result in bone mineral loss from the skeleton,Decrease the rate of dietary calcium absorption,Affect bone mineral content later in life,B,nutrition,"Pregnancy and lactation is known to:

(A) Decrease calcium requirements
(B) Result in bone mineral loss from the skeleton
(C) Decrease the rate of dietary calcium absorption
(D) Affect bone mineral content later in life
Answer: (","Which is the most possible answer?
(A) Decrease calcium requirements
(B) Result in bone mineral loss from the skeleton
(C) Decrease the rate of dietary calcium absorption
(D) Affect bone mineral content later in life
Answer: (",33,"[32, 34, 35]"
"Observational epidemiology studies have produced useful in identifying health effects of many food contaminants, but not for assessing risk, because:
",It is never possible to know whether observed effects are caused by the contaminant,Human exposure though food is usually much less than exposures that have been studied,Controlled animal studies provide more reliable information,Reliable dose-response data are difficult to acquire and often unavailable,D,nutrition,"Observational epidemiology studies have produced useful in identifying health effects of many food contaminants, but not for assessing risk, because:

(A) It is never possible to know whether observed effects are caused by the contaminant
(B) Human exposure though food is usually much less than exposures that have been studied
(C) Controlled animal studies provide more reliable information
(D) Reliable dose-response data are difficult to acquire and often unavailable
Answer: (","Which is the most possible answer?
(A) It is never possible to know whether observed effects are caused by the contaminant
(B) Human exposure though food is usually much less than exposures that have been studied
(C) Controlled animal studies provide more reliable information
(D) Reliable dose-response data are difficult to acquire and often unavailable
Answer: (",35,"[32, 33, 34]"
"It is correct to state that for the treatment of Bulimia Nervosa:
",Fluoxetine is considered of benefit,The first approach is to discuss body image,It is not useful to discuss weight with patients,Treatments should target exclusively on purging practices,A,nutrition,"It is correct to state that for the treatment of Bulimia Nervosa:

(A) Fluoxetine is considered of benefit
(B) The first approach is to discuss body image
(C) It is not useful to discuss weight with patients
(D) Treatments should target exclusively on purging practices
Answer: (","Which is the most possible answer?
(A) Fluoxetine is considered of benefit
(B) The first approach is to discuss body image
(C) It is not useful to discuss weight with patients
(D) Treatments should target exclusively on purging practices
Answer: (",32,"[33, 34, 35]"
"The respiration quotient (RQ):
",is defined as the ratio of VO2 divided by VCO2.,decreases on a high carbohydrate diet.,increases with fasting.,goes beyond a value of 1.0 when exogenous carbohydrate is converted to endogenous fat.,D,nutrition,"The respiration quotient (RQ):

(A) is defined as the ratio of VO2 divided by VCO2.
(B) decreases on a high carbohydrate diet.
(C) increases with fasting.
(D) goes beyond a value of 1.0 when exogenous carbohydrate is converted to endogenous fat.
Answer: (","Which is the most possible answer?
(A) is defined as the ratio of VO2 divided by VCO2.
(B) decreases on a high carbohydrate diet.
(C) increases with fasting.
(D) goes beyond a value of 1.0 when exogenous carbohydrate is converted to endogenous fat.
Answer: (",35,"[32, 33, 34]"
"Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms
",salmonella,clostridium,listeria,campylobacter,B,nutrition,"Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms

(A) salmonella
(B) clostridium
(C) listeria
(D) campylobacter
Answer: (","Which is the most possible answer?
(A) salmonella
(B) clostridium
(C) listeria
(D) campylobacter
Answer: (",33,"[32, 34, 35]"
"At what stage(s) during pregnancy did in utero exposure to the Dutch Hunger Winter have the biggest effects on DNA methylation in blood cells from the adult offspring?
",First trimester of pregnancy.,Second trimester of pregnancy.,Third trimester of pregnancy.,Effects were similar at all stages of pregnancy.,A,nutrition,"At what stage(s) during pregnancy did in utero exposure to the Dutch Hunger Winter have the biggest effects on DNA methylation in blood cells from the adult offspring?

(A) First trimester of pregnancy.
(B) Second trimester of pregnancy.
(C) Third trimester of pregnancy.
(D) Effects were similar at all stages of pregnancy.
Answer: (","Which is the most possible answer?
(A) First trimester of pregnancy.
(B) Second trimester of pregnancy.
(C) Third trimester of pregnancy.
(D) Effects were similar at all stages of pregnancy.
Answer: (",32,"[33, 34, 35]"
"The body's adjustment of heat production to changes in the plane of nutrition (under- or over-nutrition) and to minimize energy imbalance is known as:
",Basal metabolic rate,Thermic effect of food,Adaptive thermogenesis,Thermal balance,C,nutrition,"The body's adjustment of heat production to changes in the plane of nutrition (under- or over-nutrition) and to minimize energy imbalance is known as:

(A) Basal metabolic rate
(B) Thermic effect of food
(C) Adaptive thermogenesis
(D) Thermal balance
Answer: (","Which is the most possible answer?
(A) Basal metabolic rate
(B) Thermic effect of food
(C) Adaptive thermogenesis
(D) Thermal balance
Answer: (",34,"[32, 33, 35]"
"Which drug(s) is/are approved for the treatment of obesity in Europe?
",Orlistat,Phentermine/Topiramate,Lorcaserin,Naltrexone/Bupropion,A,nutrition,"Which drug(s) is/are approved for the treatment of obesity in Europe?

(A) Orlistat
(B) Phentermine/Topiramate
(C) Lorcaserin
(D) Naltrexone/Bupropion
Answer: (","Which is the most possible answer?
(A) Orlistat
(B) Phentermine/Topiramate
(C) Lorcaserin
(D) Naltrexone/Bupropion
Answer: (",32,"[33, 34, 35]"
"In order to achieve optimal nutritional status it is recommended that older adults consume:
",A high energy content diet.,A high nutrient dense diet.,A low energy content diet.,A daily antioxidant supplement.,B,nutrition,"In order to achieve optimal nutritional status it is recommended that older adults consume:

(A) A high energy content diet.
(B) A high nutrient dense diet.
(C) A low energy content diet.
(D) A daily antioxidant supplement.
Answer: (","Which is the most possible answer?
(A) A high energy content diet.
(B) A high nutrient dense diet.
(C) A low energy content diet.
(D) A daily antioxidant supplement.
Answer: (",33,"[32, 34, 35]"
"The measurement of a specific biochemical status index for a micronutrient such as vitamin C is most likely to be useful in practice to estimate:
","The presence or risk of a clinical deficiency, such as clinical scurvy.",The overall quality of a person's diet,"The tissue levels, or body status, of that nutrient.",Overall health and freedom from disease.,C,nutrition,"The measurement of a specific biochemical status index for a micronutrient such as vitamin C is most likely to be useful in practice to estimate:

(A) The presence or risk of a clinical deficiency, such as clinical scurvy.
(B) The overall quality of a person's diet
(C) The tissue levels, or body status, of that nutrient.
(D) Overall health and freedom from disease.
Answer: (","Which is the most possible answer?
(A) The presence or risk of a clinical deficiency, such as clinical scurvy.
(B) The overall quality of a person's diet
(C) The tissue levels, or body status, of that nutrient.
(D) Overall health and freedom from disease.
Answer: (",34,"[32, 33, 35]"
"Which statement about protein digestion and absorption is most correct?
",The products of protein digestion may be absorbed as free amino acids or as di- or tripeptides,Gastric digestion of all proteins is equally efficient because of the grinding action of the antrum,"Gastric zymogenic (chief) cells produce and secrete chymotrypsin, elastase and carboxypeptidase A and this initiates the process of protein digestion",The products of digestion of dietary protein by luminal and brush-border enzymes are only absorbed by one of the 14 different amino acid transporters,A,nutrition,"Which statement about protein digestion and absorption is most correct?

(A) The products of protein digestion may be absorbed as free amino acids or as di- or tripeptides
(B) Gastric digestion of all proteins is equally efficient because of the grinding action of the antrum
(C) Gastric zymogenic (chief) cells produce and secrete chymotrypsin, elastase and carboxypeptidase A and this initiates the process of protein digestion
(D) The products of digestion of dietary protein by luminal and brush-border enzymes are only absorbed by one of the 14 different amino acid transporters
Answer: (","Which is the most possible answer?
(A) The products of protein digestion may be absorbed as free amino acids or as di- or tripeptides
(B) Gastric digestion of all proteins is equally efficient because of the grinding action of the antrum
(C) Gastric zymogenic (chief) cells produce and secrete chymotrypsin, elastase and carboxypeptidase A and this initiates the process of protein digestion
(D) The products of digestion of dietary protein by luminal and brush-border enzymes are only absorbed by one of the 14 different amino acid transporters
Answer: (",32,"[33, 34, 35]"
"What is the density of fat free mass?
",0.900 g/cm3,0.730 g/cm3,1.100 g/cm3,None of the above,C,nutrition,"What is the density of fat free mass?

(A) 0.900 g/cm3
(B) 0.730 g/cm3
(C) 1.100 g/cm3
(D) None of the above
Answer: (","Which is the most possible answer?
(A) 0.900 g/cm3
(B) 0.730 g/cm3
(C) 1.100 g/cm3
(D) None of the above
Answer: (",34,"[32, 33, 35]"
"In an epidemiological context, what is the population at risk?
",The proportion of a population that engage in risky behaviours.,The group of people that may experience the outcome we want to study.,A group of people participating in a study that may be harmful to them.,The population group with the highest relative risk of disease.,B,nutrition,"In an epidemiological context, what is the population at risk?

(A) The proportion of a population that engage in risky behaviours.
(B) The group of people that may experience the outcome we want to study.
(C) A group of people participating in a study that may be harmful to them.
(D) The population group with the highest relative risk of disease.
Answer: (","Which is the most possible answer?
(A) The proportion of a population that engage in risky behaviours.
(B) The group of people that may experience the outcome we want to study.
(C) A group of people participating in a study that may be harmful to them.
(D) The population group with the highest relative risk of disease.
Answer: (",33,"[32, 34, 35]"
"How will climate change affect future food security?
","It will have negative impacts in most developing countries because of the increased frequency of droughts, storms and floods.","The impact will be positive, because drier weather will mean less habitat for malaria mosquitoes, so fewer workers will be sick at harvest time.",The impact will be positive because there will be more carbon dioxide available for plant photosynthesis.,There currently is no scientific consensus as to whether climate change is occurring or whether it will over the next 50 years.,A,nutrition,"How will climate change affect future food security?

(A) It will have negative impacts in most developing countries because of the increased frequency of droughts, storms and floods.
(B) The impact will be positive, because drier weather will mean less habitat for malaria mosquitoes, so fewer workers will be sick at harvest time.
(C) The impact will be positive because there will be more carbon dioxide available for plant photosynthesis.
(D) There currently is no scientific consensus as to whether climate change is occurring or whether it will over the next 50 years.
Answer: (","Which is the most possible answer?
(A) It will have negative impacts in most developing countries because of the increased frequency of droughts, storms and floods.
(B) The impact will be positive, because drier weather will mean less habitat for malaria mosquitoes, so fewer workers will be sick at harvest time.
(C) The impact will be positive because there will be more carbon dioxide available for plant photosynthesis.
(D) There currently is no scientific consensus as to whether climate change is occurring or whether it will over the next 50 years.
Answer: (",32,"[33, 34, 35]"
"What is a major limitation of using BMI (body mass index) as a method of body fat measurements?
",It is not an accurate measure for average people,It is more accurate than height-weight tables,It does not distinguish between fat and fat free mass,All of the above,C,nutrition,"What is a major limitation of using BMI (body mass index) as a method of body fat measurements?

(A) It is not an accurate measure for average people
(B) It is more accurate than height-weight tables
(C) It does not distinguish between fat and fat free mass
(D) All of the above
Answer: (","Which is the most possible answer?
(A) It is not an accurate measure for average people
(B) It is more accurate than height-weight tables
(C) It does not distinguish between fat and fat free mass
(D) All of the above
Answer: (",34,"[32, 33, 35]"
"Which of the following vitamins provides the cofactor for hydroxylation reactions in collagen synthesis?
",Biotin,Niacin,Riboflavin,Vitamin C,D,nutrition,"Which of the following vitamins provides the cofactor for hydroxylation reactions in collagen synthesis?

(A) Biotin
(B) Niacin
(C) Riboflavin
(D) Vitamin C
Answer: (","Which is the most possible answer?
(A) Biotin
(B) Niacin
(C) Riboflavin
(D) Vitamin C
Answer: (",35,"[32, 33, 34]"
"Endurance type exercise training modulates fuel storage and substrate use. Adaptive responses include:
",lowering intramuscular lipid storage,Increasing liver glycogen content,Increasing muscle glycogen use during exercise,Increasing intramuscular lipid use during exercise,D,nutrition,"Endurance type exercise training modulates fuel storage and substrate use. Adaptive responses include:

(A) lowering intramuscular lipid storage
(B) Increasing liver glycogen content
(C) Increasing muscle glycogen use during exercise
(D) Increasing intramuscular lipid use during exercise
Answer: (","Which is the most possible answer?
(A) lowering intramuscular lipid storage
(B) Increasing liver glycogen content
(C) Increasing muscle glycogen use during exercise
(D) Increasing intramuscular lipid use during exercise
Answer: (",35,"[32, 33, 34]"
"Which vitamins are most likely to be lacking in a vegan diet?
",Vitamin B1,Folate,Vitamin B12,Vitamin A,C,nutrition,"Which vitamins are most likely to be lacking in a vegan diet?

(A) Vitamin B1
(B) Folate
(C) Vitamin B12
(D) Vitamin A
Answer: (","Which is the most possible answer?
(A) Vitamin B1
(B) Folate
(C) Vitamin B12
(D) Vitamin A
Answer: (",34,"[32, 33, 35]"
"A blood sample is taken from a 45 year old man after he has broken his overnight fast by eating three slices of toast and a boiled egg. Which one of the following will be at a higher concentration than if the blood sample had been taken before breakfast?
",Alanine,Glucose,Ketone bodies,Non-esterified (free) fatty acids,B,nutrition,"A blood sample is taken from a 45 year old man after he has broken his overnight fast by eating three slices of toast and a boiled egg. Which one of the following will be at a higher concentration than if the blood sample had been taken before breakfast?

(A) Alanine
(B) Glucose
(C) Ketone bodies
(D) Non-esterified (free) fatty acids
Answer: (","Which is the most possible answer?
(A) Alanine
(B) Glucose
(C) Ketone bodies
(D) Non-esterified (free) fatty acids
Answer: (",33,"[32, 34, 35]"
"In adolescence:
",Brain growth is faster than at any other stage in life,Peak bone mass occurs before the growth spurt ends,Girls physiologically increase their percentage body fat,Type 2 obesity related diabetes remains a very rare problem,C,nutrition,"In adolescence:

(A) Brain growth is faster than at any other stage in life
(B) Peak bone mass occurs before the growth spurt ends
(C) Girls physiologically increase their percentage body fat
(D) Type 2 obesity related diabetes remains a very rare problem
Answer: (","Which is the most possible answer?
(A) Brain growth is faster than at any other stage in life
(B) Peak bone mass occurs before the growth spurt ends
(C) Girls physiologically increase their percentage body fat
(D) Type 2 obesity related diabetes remains a very rare problem
Answer: (",34,"[32, 33, 35]"
"In which form is selenium found in the 25 human selenoproteins?
",Selenophosphate,Selenocysteine,Selenohistidine,Selenate,B,nutrition,"In which form is selenium found in the 25 human selenoproteins?

(A) Selenophosphate
(B) Selenocysteine
(C) Selenohistidine
(D) Selenate
Answer: (","Which is the most possible answer?
(A) Selenophosphate
(B) Selenocysteine
(C) Selenohistidine
(D) Selenate
Answer: (",33,"[32, 34, 35]"
"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?
",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,D,nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?

(A) Roots and Tubers
(B) Fruits and vegetables
(C) Beans and lentils
(D) Meat and Dairy products
Answer: (","Which is the most possible answer?
(A) Roots and Tubers
(B) Fruits and vegetables
(C) Beans and lentils
(D) Meat and Dairy products
Answer: (",35,"[32, 33, 34]"
"Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?
",The migrating motor complex is chiefly responsible for peristaltic movement of food after a meal has been consumed,The release of insulin after eating a meal will slow the emptying of the stomach,"At the start of a meal, the stomach increases its ""tone"" in order to develop pressure which will lead to expulsion of its contents, via the pylorus","The presence of partially digested fat and starch in the duodenum, slows intestinal motility",D,nutrition,"Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?

(A) The migrating motor complex is chiefly responsible for peristaltic movement of food after a meal has been consumed
(B) The release of insulin after eating a meal will slow the emptying of the stomach
(C) At the start of a meal, the stomach increases its ""tone"" in order to develop pressure which will lead to expulsion of its contents, via the pylorus
(D) The presence of partially digested fat and starch in the duodenum, slows intestinal motility
Answer: (","Which is the most possible answer?
(A) The migrating motor complex is chiefly responsible for peristaltic movement of food after a meal has been consumed
(B) The release of insulin after eating a meal will slow the emptying of the stomach
(C) At the start of a meal, the stomach increases its ""tone"" in order to develop pressure which will lead to expulsion of its contents, via the pylorus
(D) The presence of partially digested fat and starch in the duodenum, slows intestinal motility
Answer: (",35,"[32, 33, 34]"
"It is possible to reduce (though not eliminate) information bias in assessment of dietary intake by
",gathering information about many different aspects of people's dietary habits.,"collecting data about dietary intake at the onset of a study, before people have experienced symptoms of disease.",collecting data on all possible confounders.,making sure that the study sample is representative of the population.,B,nutrition,"It is possible to reduce (though not eliminate) information bias in assessment of dietary intake by

(A) gathering information about many different aspects of people's dietary habits.
(B) collecting data about dietary intake at the onset of a study, before people have experienced symptoms of disease.
(C) collecting data on all possible confounders.
(D) making sure that the study sample is representative of the population.
Answer: (","Which is the most possible answer?
(A) gathering information about many different aspects of people's dietary habits.
(B) collecting data about dietary intake at the onset of a study, before people have experienced symptoms of disease.
(C) collecting data on all possible confounders.
(D) making sure that the study sample is representative of the population.
Answer: (",33,"[32, 34, 35]"
"To characterize a binge eating episode one must investigate the presence of:
","If patients feel that their eating habits are chaotic, regardless of meal size.",The consumption of large quantities of sweets between meals.,A subjective component of lack of control and an objective component of large consumption of food in a discrete period of time,The feeling that one cannot choose the type of food eaten even if their quantity is kept under control.,C,nutrition,"To characterize a binge eating episode one must investigate the presence of:

(A) If patients feel that their eating habits are chaotic, regardless of meal size.
(B) The consumption of large quantities of sweets between meals.
(C) A subjective component of lack of control and an objective component of large consumption of food in a discrete period of time
(D) The feeling that one cannot choose the type of food eaten even if their quantity is kept under control.
Answer: (","Which is the most possible answer?
(A) If patients feel that their eating habits are chaotic, regardless of meal size.
(B) The consumption of large quantities of sweets between meals.
(C) A subjective component of lack of control and an objective component of large consumption of food in a discrete period of time
(D) The feeling that one cannot choose the type of food eaten even if their quantity is kept under control.
Answer: (",34,"[32, 33, 35]"
"Which of the factors below is NOT considered a risk factor for Eating Disorders
",Perfectionism traits,Female gender,Dieting during adolescence,Parental anxiety,D,nutrition,"Which of the factors below is NOT considered a risk factor for Eating Disorders

(A) Perfectionism traits
(B) Female gender
(C) Dieting during adolescence
(D) Parental anxiety
Answer: (","Which is the most possible answer?
(A) Perfectionism traits
(B) Female gender
(C) Dieting during adolescence
(D) Parental anxiety
Answer: (",35,"[32, 33, 34]"
"Which statement about absorption from the gastro-intestinal (GI) tract is most correct?
",The absorption of glucose is associated with sodium uptake.,Fructose is absorbed more rapidly than glucose.,Galactose and fructose are absorbed by the same transporter at the brush border membrane.,Most water absorption along the GI tract occurs in the colon.,A,nutrition,"Which statement about absorption from the gastro-intestinal (GI) tract is most correct?

(A) The absorption of glucose is associated with sodium uptake.
(B) Fructose is absorbed more rapidly than glucose.
(C) Galactose and fructose are absorbed by the same transporter at the brush border membrane.
(D) Most water absorption along the GI tract occurs in the colon.
Answer: (","Which is the most possible answer?
(A) The absorption of glucose is associated with sodium uptake.
(B) Fructose is absorbed more rapidly than glucose.
(C) Galactose and fructose are absorbed by the same transporter at the brush border membrane.
(D) Most water absorption along the GI tract occurs in the colon.
Answer: (",32,"[33, 34, 35]"
"Of the classes of dietary fatty acids which have the most beneficial effect on plasma LDL cholesterol levels?
",n-3 and n-6 polyunsaturated fatty acids,Saturated and trans unsaturated fatty acids,Monounsaturated fatty acids,Both a and c,D,nutrition,"Of the classes of dietary fatty acids which have the most beneficial effect on plasma LDL cholesterol levels?

(A) n-3 and n-6 polyunsaturated fatty acids
(B) Saturated and trans unsaturated fatty acids
(C) Monounsaturated fatty acids
(D) Both a and c
Answer: (","Which is the most possible answer?
(A) n-3 and n-6 polyunsaturated fatty acids
(B) Saturated and trans unsaturated fatty acids
(C) Monounsaturated fatty acids
(D) Both a and c
Answer: (",35,"[32, 33, 34]"
