question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx,paraphrase1,paraphrase2,paraphrase3,paraphrase4,paraphrase5,paraphrase6,paraphrase7,paraphrase8,paraphrase9
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,management,"What are group norms?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","Which is the most possible answer?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (",32,"[33, 34, 35]","How would you define group norms?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","What constitutes group norms?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","How are group norms characterized?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","What do group norms refer to?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","What are the defining features of group norms?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","How can group norms be described?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","What is meant by group norms?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","What do group norms encompass?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: (","How are group norms understood?
(A) Modes of behaviour that are acceptable to and shared by group members
(B) Modes of behaviour that are shared by some members of the group
(C) Modes of behaviour that challenge group values and beliefs
(D) Modes of behaviour that are different of those of the other group members
Answer: ("
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,management,"Which of the following is not a recognised type of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Which is the most possible answer?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (",34,"[32, 33, 35]","Which option below is not considered a recognized type of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Identify the option that is not a recognized category of plan.
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Which of these is not acknowledged as a type of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Among the following, which is not a recognized form of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Which one of the following is not an accepted type of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Which of the listed options is not a recognized plan type?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Which choice is not regarded as a recognized type of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Which of the following does not qualify as a recognized type of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: (","Which option is not officially recognized as a type of plan?
(A) Business
(B) Succession
(C) Ad hoc
(D) Financial
Answer: ("
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,management,"What is the term for the extent to which competition in one country is influenced by competition in other countries?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","Which is the most possible answer?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (",35,"[32, 33, 34]","What is the term used to describe how competition in one nation is affected by competition in other nations?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","How do we refer to the degree to which competition in a single country is impacted by competition elsewhere?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","What phrase describes the influence of competition in other countries on a country's own competitive environment?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","What is the name for the extent to which a country's competition is shaped by international competition?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","How is the extent to which competition in one country is influenced by competition in other countries defined?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","What do we call the level to which competition in one nation is affected by competition in other nations?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","What term describes the impact of international competition on a country's competitive landscape?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","How do we define the extent to which competition in one country is influenced by competition in other countries?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: (","What is the term for the degree to which competition in one country is affected by competition in other countries?
(A) International trade
(B) Global economics
(C) Global competition
(D) Globalisation
Answer: ("
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,management,"As what are key factors that reflect the situation of an organisation referred to?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","Which is the most possible answer?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (",35,"[32, 33, 34]","How are the main elements that indicate an organization's condition described?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","What term is used for the primary factors that represent an organization's status?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","By what name are the crucial aspects that mirror an organization's situation known?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","What are the essential components that signify the state of an organization called?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","How do we refer to the significant factors that reflect an organization's circumstances?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","What label is given to the key elements that depict an organization's situation?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","What are the principal factors that illustrate an organization's condition referred to as?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","How are the vital aspects that indicate an organization's situation termed?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: (","What designation is used for the main factors that reflect an organization's state?
(A) Administrations
(B) Processes
(C) Activities
(D) Contingencies
Answer: ("
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,management,"Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","Which is the most possible answer?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (",32,"[33, 34, 35]","Which option is not one of the key streams identified by March (1988) in decision-making under high ambiguity?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","According to March (1988), which of these is not a key stream in decision-making in ambiguous settings?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","In March's (1988) study, which element is not considered a key stream in decision-making within highly ambiguous environments?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","Which of the following is not listed by March (1988) as a key stream in decision-making in environments with high ambiguity?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","March (1988) identified key streams in decision-making; which of these is not included?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","Which item is not part of the key streams in decision-making as identified by March (1988) in ambiguous contexts?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","In the context of March's (1988) work, which is not a key stream in decision-making in highly ambiguous situations?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","Which of these does March (1988) not recognize as a key stream in decision-making under conditions of high ambiguity?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: (","According to March (1988), which of the following does not constitute a key stream in decision-making in highly ambiguous environments?
(A) Expectations
(B) Choice opportunities
(C) Problems
(D) Solutions
Answer: ("
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,management,"What does PEST stand for?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","Which is the most possible answer?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (",35,"[32, 33, 34]","What is the full form of PEST?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","What does the acronym PEST represent?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","PEST is an abbreviation for what terms?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","What do the letters in PEST stand for?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","How is PEST expanded in full?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","What does each letter in PEST signify?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","What is the meaning of the acronym PEST?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","What does PEST mean when expanded?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: (","What are the words represented by PEST?
(A) Political, environmental, strategic, testing
(B) Political, environmental, strategic, technological
(C) Political, economic, strategic, technological
(D) Political, economic, social, technological
Answer: ("
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,management,"What does the acronym SMART stand for?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","Which is the most possible answer?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (",35,"[32, 33, 34]","What is the full form of the acronym SMART?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","What does SMART represent as an acronym?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","How is the acronym SMART expanded?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","What does each letter in the acronym SMART stand for?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","What is the meaning behind the acronym SMART?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","How do you interpret the acronym SMART?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","What does the acronym SMART mean?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","What are the words represented by the acronym SMART?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: (","What does the acronym SMART denote?
(A) Suitable, measurable, actionable, rewarded and timely
(B) Specific, measurable, actionable, resourced and timely
(C) Standardised, measurable, achievable, rewarded, and timely
(D) Specific, measurable, achievable, rewarded and timely
Answer: ("
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,management,"Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Which is the most possible answer?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (",34,"[32, 33, 35]","Which author focused on how workers respond to important features of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Who was the writer interested in workers' reactions to significant aspects of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Which writer studied the response of employees to major traits of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Who was the author concerned with how workers reacted to key elements of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Which author examined the way workers responded to crucial characteristics of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Who was the writer who explored workers' reactions to essential features of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Which writer was interested in the way employees reacted to important aspects of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Who was the author that focused on the reaction of workers to significant traits of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: (","Which author was concerned with how employees responded to key features of bureaucracies?
(A) Merton
(B) Weber
(C) Gouldner
(D) Mayo
Answer: ("
What is the optimal span of control?,2,5,7,None of the above,D,management,"What is the optimal span of control?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","Which is the most possible answer?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (",35,"[32, 33, 34]","What is considered the ideal span of control?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What is the best span of control?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What is the most effective span of control?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What span of control is deemed optimal?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What is the recommended span of control?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What span of control is regarded as optimal?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What is the preferred span of control?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What span of control is seen as ideal?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: (","What is the most suitable span of control?
(A) 2
(B) 5
(C) 7
(D) None of the above
Answer: ("
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,management,"What one of these is not a recognised type of authority?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Which is the most possible answer?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (",35,"[32, 33, 34]","Which of the following is not considered a recognized type of authority?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Identify the option that is not a recognized form of authority.
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Which option does not represent a recognized type of authority?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Among these, which is not acknowledged as a type of authority?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Which of these is not classified as a recognized type of authority?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Select the choice that is not a recognized type of authority.
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Which one of these is not a recognized category of authority?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Which of the following is not a recognized authority type?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: (","Which option is not a recognized type of authority?
(A) Executive
(B) Functional
(C) Line management
(D) Supplier
Answer: ("
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,management,"Which one of the following is not a characteristic of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which is the most possible answer?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (",32,"[33, 34, 35]","Which of the following does not describe a characteristic of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which option below is not a trait of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which among the following is not a feature of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which of these is not considered a characteristic of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which one of these is not a typical attribute of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which of the following is not a defining quality of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which option is not a usual characteristic of a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which of the listed options is not a team characteristic?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: (","Which of the following is not generally associated with a team?
(A) Minimal and formal knowledge sharing
(B) Collective output
(C) Individual and collective responsibility
(D) Fluid dimension to roles and tasks
Answer: ("
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,management,"Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which is the most possible answer?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (",35,"[32, 33, 34]","Which of the following is not considered a competing responsibility affecting corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Among these factors, which does not play a role in influencing corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which factor listed here is not a competing responsibility in corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which of these is not a responsibility that impacts corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which option is not one of the competing responsibilities that affect corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which of these factors does not influence corporate social responsibility as a competing responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which listed factor is not among the competing responsibilities in corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which of the following is not a factor that influences corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: (","Which factor is not considered a competing responsibility in the context of corporate social responsibility?
(A) Ethical
(B) Economic
(C) Discretionary
(D) Technical
Answer: ("
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,management,"What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","Which is the most possible answer?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (",33,"[32, 34, 35]","What term does Ansoff's matrix use for boosting market share with current products in current markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","In Ansoff's matrix, what is the term for enhancing market share using existing products in existing markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","What is the name given in Ansoff's matrix for growing market share with existing products in existing markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","In the context of Ansoff's matrix, what term describes increasing market share with existing products in existing markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","According to Ansoff's matrix, what is the term for increasing market share with current products in current markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","What is the term in Ansoff's matrix for expanding market share with existing products in existing markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","How does Ansoff's matrix refer to the strategy of increasing market share with existing products in existing markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","What is the term in Ansoff's matrix for boosting market share using current products in current markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: (","In Ansoff's matrix, what is the term for growing market share with current products in current markets?
(A) Product development
(B) Market penetration
(C) Diversification
(D) Market development
Answer: ("
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,management,"What is characteristic for the location of a virtual team?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","Which is the most possible answer?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (",35,"[32, 33, 34]","What is a defining feature of where a virtual team is located?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","What is typical about the location of a virtual team?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","What is notable about the geographical setup of a virtual team?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","How is the location of a virtual team generally characterized?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","What is a common trait regarding the location of a virtual team?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","What distinguishes the location of a virtual team?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","What is a key aspect of the location of a virtual team?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","What is a primary characteristic of a virtual team's location?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: (","What is a significant feature of the location of a virtual team?
(A) In the same building
(B) In the same industry
(C) In the same country
(D) remotely
Answer: ("
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,management,"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","Which is the most possible answer?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (",35,"[32, 33, 34]","In the Five Factor model, what traits define the personality type known as 'extraversion'?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","What characteristics are associated with 'extraversion' in the Five Factor model of personality?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","According to the Five Factor model, which traits are indicative of the 'extraversion' personality type?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","In the context of the Five Factor model, what kind of people are described by the 'extraversion' personality type?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","What type of individuals are characterized by 'extraversion' in the Five Factor model?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","How does the Five Factor model describe people with the 'extraversion' personality type?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","What are the defining traits of 'extraversion' according to the Five Factor model?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","In the Five Factor model, what kind of personality is associated with 'extraversion'?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","According to the Five Factor model, what are the characteristics of people with an 'extraversion' personality type?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: ("
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,management,"What is the overriding philosophy underpinning the strategic direction of an organisation?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","Which is the most possible answer?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (",33,"[32, 34, 35]","What is the primary philosophy guiding an organization's strategic direction?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","What philosophy primarily influences the strategic direction of an organization?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","Which philosophy is fundamental to shaping an organization's strategic direction?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","What is the main philosophy that directs the strategic path of an organization?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","Which philosophy underlies the strategic direction of an organization?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","What core philosophy supports the strategic direction of an organization?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","What is the key philosophy that underpins an organization's strategic direction?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","Which philosophy serves as the foundation for an organization's strategic direction?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","What philosophy is central to the strategic direction of an organization?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: ("
