question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
How do scientists know that the majority of meteorites come from the asteroid belt?,Bubbles of gas trapped in the crystals within meteorites are identical to the gases trapped in asteroids.,The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.,Collisions are common in the asteroid belt and we can track the fragments from their source asteroid to the Earth where they become meteorites.,The asteroid belt is the only possible source of meteorites therefore they must originate there.,B,astronomy,"How do scientists know that the majority of meteorites come from the asteroid belt?
(A) Bubbles of gas trapped in the crystals within meteorites are identical to the gases trapped in asteroids.
(B) The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.
(C) Collisions are common in the asteroid belt and we can track the fragments from their source asteroid to the Earth where they become meteorites.
(D) The asteroid belt is the only possible source of meteorites therefore they must originate there.
Answer: (","Which is the most possible answer?
(A) Bubbles of gas trapped in the crystals within meteorites are identical to the gases trapped in asteroids.
(B) The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.
(C) Collisions are common in the asteroid belt and we can track the fragments from their source asteroid to the Earth where they become meteorites.
(D) The asteroid belt is the only possible source of meteorites therefore they must originate there.
Answer: (",33,"[32, 34, 35]"
"Jupiter and the other jovian planets are sometimes called ""gas giants."" In what sense is this term misleading?",The materials they are made of are not normally gaseous in everyday experience.,They actually contain a significant fraction of non-gaseous matter.,The materials that make up these planets are primarily in the form of a plasma not a gas.,Actually it's a great description because these worlds are big and gaseous throughout.,B,astronomy,"Jupiter and the other jovian planets are sometimes called ""gas giants."" In what sense is this term misleading?
(A) The materials they are made of are not normally gaseous in everyday experience.
(B) They actually contain a significant fraction of non-gaseous matter.
(C) The materials that make up these planets are primarily in the form of a plasma not a gas.
(D) Actually it's a great description because these worlds are big and gaseous throughout.
Answer: (","Which is the most possible answer?
(A) The materials they are made of are not normally gaseous in everyday experience.
(B) They actually contain a significant fraction of non-gaseous matter.
(C) The materials that make up these planets are primarily in the form of a plasma not a gas.
(D) Actually it's a great description because these worlds are big and gaseous throughout.
Answer: (",33,"[32, 34, 35]"
Which of the following is not one of nor follows directly from Kepler's laws?,As a planet moves around its orbit it sweeps out equal areas in equal times.,The orbit of each planet about the Sun is an ellipse with the Sun at one focus.,The force of attraction between any two objects decreases with the square of the distance between their centers.,A planet travels faster when it is nearer to the Sun and slower when it is farther from the Sun.,C,astronomy,"Which of the following is not one of nor follows directly from Kepler's laws?
(A) As a planet moves around its orbit it sweeps out equal areas in equal times.
(B) The orbit of each planet about the Sun is an ellipse with the Sun at one focus.
(C) The force of attraction between any two objects decreases with the square of the distance between their centers.
(D) A planet travels faster when it is nearer to the Sun and slower when it is farther from the Sun.
Answer: (","Which is the most possible answer?
(A) As a planet moves around its orbit it sweeps out equal areas in equal times.
(B) The orbit of each planet about the Sun is an ellipse with the Sun at one focus.
(C) The force of attraction between any two objects decreases with the square of the distance between their centers.
(D) A planet travels faster when it is nearer to the Sun and slower when it is farther from the Sun.
Answer: (",34,"[32, 33, 35]"
The name of the black hole in the center of our Milky Way is ...,Altair A*,Alsephina A*,Fomalhaut A*,Sagittarius A*,D,astronomy,"The name of the black hole in the center of our Milky Way is ...
(A) Altair A*
(B) Alsephina A*
(C) Fomalhaut A*
(D) Sagittarius A*
Answer: (","Which is the most possible answer?
(A) Altair A*
(B) Alsephina A*
(C) Fomalhaut A*
(D) Sagittarius A*
Answer: (",35,"[32, 33, 34]"
Why is Saturn almost as big as Jupiter despite its smaller mass?,Jupiter's greater mass compresses it more thus increasing its density.,Saturn has a larger proportion of hydrogen and helium than Jupiter and is therefore less dense.,Jupiter's strong magnetic field constrains its size.,Saturn is further from the Sun thus cooler and therefore less compact.,A,astronomy,"Why is Saturn almost as big as Jupiter despite its smaller mass?
(A) Jupiter's greater mass compresses it more thus increasing its density.
(B) Saturn has a larger proportion of hydrogen and helium than Jupiter and is therefore less dense.
(C) Jupiter's strong magnetic field constrains its size.
(D) Saturn is further from the Sun thus cooler and therefore less compact.
Answer: (","Which is the most possible answer?
(A) Jupiter's greater mass compresses it more thus increasing its density.
(B) Saturn has a larger proportion of hydrogen and helium than Jupiter and is therefore less dense.
(C) Jupiter's strong magnetic field constrains its size.
(D) Saturn is further from the Sun thus cooler and therefore less compact.
Answer: (",32,"[33, 34, 35]"
Which of these has NOT been one of the main hypotheses considered for the origin of the Moon?,The Moon split from the Earth due to tidal forces.,The Moon was captured into Earth orbit.,The Earth and Moon co-accreted in the solar nebula.,Earth was rotating so rapidly that the Moon split from it.,A,astronomy,"Which of these has NOT been one of the main hypotheses considered for the origin of the Moon?
(A) The Moon split from the Earth due to tidal forces.
(B) The Moon was captured into Earth orbit.
(C) The Earth and Moon co-accreted in the solar nebula.
(D) Earth was rotating so rapidly that the Moon split from it.
Answer: (","Which is the most possible answer?
(A) The Moon split from the Earth due to tidal forces.
(B) The Moon was captured into Earth orbit.
(C) The Earth and Moon co-accreted in the solar nebula.
(D) Earth was rotating so rapidly that the Moon split from it.
Answer: (",32,"[33, 34, 35]"
We were first able to accurately measure the diameter of Pluto from:,a New Horizons flyby in the 1990s,Hubble Space Telescope images that resolved Pluto's disk,brightness measurements made during mutual eclipses of Pluto and Charon,radar observations made by the Arecibo telescope,C,astronomy,"We were first able to accurately measure the diameter of Pluto from:
(A) a New Horizons flyby in the 1990s
(B) Hubble Space Telescope images that resolved Pluto's disk
(C) brightness measurements made during mutual eclipses of Pluto and Charon
(D) radar observations made by the Arecibo telescope
Answer: (","Which is the most possible answer?
(A) a New Horizons flyby in the 1990s
(B) Hubble Space Telescope images that resolved Pluto's disk
(C) brightness measurements made during mutual eclipses of Pluto and Charon
(D) radar observations made by the Arecibo telescope
Answer: (",34,"[32, 33, 35]"
According to the Solar Nebular theory what are asteroids and comets?,They are the shattered remains of collisions between planets.,They are chunks of rock or ice that condensed long after the planets and moons had formed.,They are chunks of rock or ice that were expelled from planets by volcanoes.,They are leftover planetesimals that never accreted into planets.,D,astronomy,"According to the Solar Nebular theory what are asteroids and comets?
(A) They are the shattered remains of collisions between planets.
(B) They are chunks of rock or ice that condensed long after the planets and moons had formed.
(C) They are chunks of rock or ice that were expelled from planets by volcanoes.
(D) They are leftover planetesimals that never accreted into planets.
Answer: (","Which is the most possible answer?
(A) They are the shattered remains of collisions between planets.
(B) They are chunks of rock or ice that condensed long after the planets and moons had formed.
(C) They are chunks of rock or ice that were expelled from planets by volcanoes.
(D) They are leftover planetesimals that never accreted into planets.
Answer: (",35,"[32, 33, 34]"
How do we know how old the Earth is?,From the layering of materials within the Earth.,From fossils of ancient life.,From the cratering history of Earth’s surface.,From radioactive dating of rocks and meteorites.,D,astronomy,"How do we know how old the Earth is?
(A) From the layering of materials within the Earth.
(B) From fossils of ancient life.
(C) From the cratering history of Earth’s surface.
(D) From radioactive dating of rocks and meteorites.
Answer: (","Which is the most possible answer?
(A) From the layering of materials within the Earth.
(B) From fossils of ancient life.
(C) From the cratering history of Earth’s surface.
(D) From radioactive dating of rocks and meteorites.
Answer: (",35,"[32, 33, 34]"
Life on Earth originated from,We don't know for sure.,aliens (panspermia).,comets.,the Earth's oceans.,A,astronomy,"Life on Earth originated from
(A) We don't know for sure.
(B) aliens (panspermia).
(C) comets.
(D) the Earth's oceans.
Answer: (","Which is the most possible answer?
(A) We don't know for sure.
(B) aliens (panspermia).
(C) comets.
(D) the Earth's oceans.
Answer: (",32,"[33, 34, 35]"
By locating the north celestial pole (NCP) in the sky how can you determine your latitude?,The azimuth of the NCP is the angular distance from the North Pole.,The azimuth of the NCP is the same as your latitude.,The altitude of the NCP is the same as your latitude.,The altitude of the NCP is your angular distance from the North Pole.,C,astronomy,"By locating the north celestial pole (NCP) in the sky how can you determine your latitude?
(A) The azimuth of the NCP is the angular distance from the North Pole.
(B) The azimuth of the NCP is the same as your latitude.
(C) The altitude of the NCP is the same as your latitude.
(D) The altitude of the NCP is your angular distance from the North Pole.
Answer: (","Which is the most possible answer?
(A) The azimuth of the NCP is the angular distance from the North Pole.
(B) The azimuth of the NCP is the same as your latitude.
(C) The altitude of the NCP is the same as your latitude.
(D) The altitude of the NCP is your angular distance from the North Pole.
Answer: (",34,"[32, 33, 35]"
How does the greenhouse effect work?,Ozone transmits visible light allowing it to heat the surface but then absorbs most of the infrared heat trapping the heat near the surface.,Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.,Greenhouse gases absorb infrared light from the Sun which then heats the atmosphere and the surface.,Greenhouse gases absorb X-rays and ultraviolet light from the Sun which then heat the atmosphere and the surface.,B,astronomy,"How does the greenhouse effect work?
(A) Ozone transmits visible light allowing it to heat the surface but then absorbs most of the infrared heat trapping the heat near the surface.
(B) Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.
(C) Greenhouse gases absorb infrared light from the Sun which then heats the atmosphere and the surface.
(D) Greenhouse gases absorb X-rays and ultraviolet light from the Sun which then heat the atmosphere and the surface.
Answer: (","Which is the most possible answer?
(A) Ozone transmits visible light allowing it to heat the surface but then absorbs most of the infrared heat trapping the heat near the surface.
(B) Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.
(C) Greenhouse gases absorb infrared light from the Sun which then heats the atmosphere and the surface.
(D) Greenhouse gases absorb X-rays and ultraviolet light from the Sun which then heat the atmosphere and the surface.
Answer: (",33,"[32, 34, 35]"
Why is Saturn almost as big as Jupiter despite its smaller mass?,Jupiter's greater mass compresses it more thus increasing its density.,Saturn has a larger proportion of hydrogen and helium than Jupiter and is therefore less dense.,Saturn is further from the Sun thus cooler and therefore less compact.,Saturn's rings make the planet look bigger.,A,astronomy,"Why is Saturn almost as big as Jupiter despite its smaller mass?
(A) Jupiter's greater mass compresses it more thus increasing its density.
(B) Saturn has a larger proportion of hydrogen and helium than Jupiter and is therefore less dense.
(C) Saturn is further from the Sun thus cooler and therefore less compact.
(D) Saturn's rings make the planet look bigger.
Answer: (","Which is the most possible answer?
(A) Jupiter's greater mass compresses it more thus increasing its density.
(B) Saturn has a larger proportion of hydrogen and helium than Jupiter and is therefore less dense.
(C) Saturn is further from the Sun thus cooler and therefore less compact.
(D) Saturn's rings make the planet look bigger.
Answer: (",32,"[33, 34, 35]"
Calculate the ratio of the solar radiation flux on Mercury's surface for perihelion (0.304 AU) versus aphelion (0.456 AU).,4:1,1:2,6:5,9:4,D,astronomy,"Calculate the ratio of the solar radiation flux on Mercury's surface for perihelion (0.304 AU) versus aphelion (0.456 AU).
(A) 4:1
(B) 1:2
(C) 6:5
(D) 9:4
Answer: (","Which is the most possible answer?
(A) 4:1
(B) 1:2
(C) 6:5
(D) 9:4
Answer: (",35,"[32, 33, 34]"
The terrestrial planet cores contain mostly metal because,the entire planets are made mostly of metal.,radioactivity created metals in the core from the decay of uranium.,metals condensed first in the solar nebula and the rocks then accreted around them.,metals differentiated to the center during a time when the interiors were molten throughout.,D,astronomy,"The terrestrial planet cores contain mostly metal because
(A) the entire planets are made mostly of metal.
(B) radioactivity created metals in the core from the decay of uranium.
(C) metals condensed first in the solar nebula and the rocks then accreted around them.
(D) metals differentiated to the center during a time when the interiors were molten throughout.
Answer: (","Which is the most possible answer?
(A) the entire planets are made mostly of metal.
(B) radioactivity created metals in the core from the decay of uranium.
(C) metals condensed first in the solar nebula and the rocks then accreted around them.
(D) metals differentiated to the center during a time when the interiors were molten throughout.
Answer: (",35,"[32, 33, 34]"
Which of the following countries has sent landers to Venus?,The U.S.S.R.,The U.S.,France,A and B,A,astronomy,"Which of the following countries has sent landers to Venus?
(A) The U.S.S.R.
(B) The U.S.
(C) France
(D) A and B
Answer: (","Which is the most possible answer?
(A) The U.S.S.R.
(B) The U.S.
(C) France
(D) A and B
Answer: (",32,"[33, 34, 35]"
Which of the following is/are NOT caused by orbital resonance?,2:3 periodic ratio of Neptune:Pluto,Kirkwood Gaps.,Gaps in Saturn's rings.,Breaking of small Jovian moons to form ring materials.,D,astronomy,"Which of the following is/are NOT caused by orbital resonance?
(A) 2:3 periodic ratio of Neptune:Pluto
(B) Kirkwood Gaps.
(C) Gaps in Saturn's rings.
(D) Breaking of small Jovian moons to form ring materials.
Answer: (","Which is the most possible answer?
(A) 2:3 periodic ratio of Neptune:Pluto
(B) Kirkwood Gaps.
(C) Gaps in Saturn's rings.
(D) Breaking of small Jovian moons to form ring materials.
Answer: (",35,"[32, 33, 34]"
Why is it thought that the climate on Mars changed when the planet lost its strong magnetic field?,without a strong magnetic field the ozone layer was destroyed by the solar wind which stopped the greenhouse effect and cooled Mars down.,without a strong magnetic field which enhances the greenhouse effect Mars cooled down.,without a strong magnetic field the solar wind stripped away most of the atmosphere significantly reducing the greenhouse effect and cooling Mars down,without a strong magnetic field the planet recieves fewer charged particles from the solar wind and therefore is not heated as much,C,astronomy,"Why is it thought that the climate on Mars changed when the planet lost its strong magnetic field?
(A) without a strong magnetic field the ozone layer was destroyed by the solar wind which stopped the greenhouse effect and cooled Mars down.
(B) without a strong magnetic field which enhances the greenhouse effect Mars cooled down.
(C) without a strong magnetic field the solar wind stripped away most of the atmosphere significantly reducing the greenhouse effect and cooling Mars down
(D) without a strong magnetic field the planet recieves fewer charged particles from the solar wind and therefore is not heated as much
Answer: (","Which is the most possible answer?
(A) without a strong magnetic field the ozone layer was destroyed by the solar wind which stopped the greenhouse effect and cooled Mars down.
(B) without a strong magnetic field which enhances the greenhouse effect Mars cooled down.
(C) without a strong magnetic field the solar wind stripped away most of the atmosphere significantly reducing the greenhouse effect and cooling Mars down
(D) without a strong magnetic field the planet recieves fewer charged particles from the solar wind and therefore is not heated as much
Answer: (",34,"[32, 33, 35]"
Which of the following moons is NOT one of the Galilean moons?,Ganymede,Callisto,Europa,Dione,D,astronomy,"Which of the following moons is NOT one of the Galilean moons?
(A) Ganymede
(B) Callisto
(C) Europa
(D) Dione
Answer: (","Which is the most possible answer?
(A) Ganymede
(B) Callisto
(C) Europa
(D) Dione
Answer: (",35,"[32, 33, 34]"
Planet X orbits its sun once every 100 Earth days and rotates in the prograde direction around its axis with a sidereal day of 100 Earth days. How long is a solar day on Planet X?,About 10 earth days,About 100 earth days,About 200 earth days,There is no solar day Planet X is tidally locked,D,astronomy,"Planet X orbits its sun once every 100 Earth days and rotates in the prograde direction around its axis with a sidereal day of 100 Earth days. How long is a solar day on Planet X?
(A) About 10 earth days
(B) About 100 earth days
(C) About 200 earth days
(D) There is no solar day Planet X is tidally locked
Answer: (","Which is the most possible answer?
(A) About 10 earth days
(B) About 100 earth days
(C) About 200 earth days
(D) There is no solar day Planet X is tidally locked
Answer: (",35,"[32, 33, 34]"
When traveling north from the United States into Canada you’ll see the North Star (Polaris) getting _________.,Brighter,Dimmer,Higher in the sky,Lower in the sky,C,astronomy,"When traveling north from the United States into Canada you’ll see the North Star (Polaris) getting _________.
(A) Brighter
(B) Dimmer
(C) Higher in the sky
(D) Lower in the sky
Answer: (","Which is the most possible answer?
(A) Brighter
(B) Dimmer
(C) Higher in the sky
(D) Lower in the sky
Answer: (",34,"[32, 33, 35]"
When will the next major impact occur on Earth?,Hundreds of millennia in the future.,Major impacts can no longer occur since the period of heavy bombardment is over.,Hundreds of millennia after the last major impact.,Could be any time. The probability of impact is the same next year as it is for any later year.,D,astronomy,"When will the next major impact occur on Earth?
(A) Hundreds of millennia in the future.
(B) Major impacts can no longer occur since the period of heavy bombardment is over.
(C) Hundreds of millennia after the last major impact.
(D) Could be any time. The probability of impact is the same next year as it is for any later year.
Answer: (","Which is the most possible answer?
(A) Hundreds of millennia in the future.
(B) Major impacts can no longer occur since the period of heavy bombardment is over.
(C) Hundreds of millennia after the last major impact.
(D) Could be any time. The probability of impact is the same next year as it is for any later year.
Answer: (",35,"[32, 33, 34]"
What about asteroids makes them stand out in sky surveys searching for them?,Asteroids emit pulsed radiation,Asteroids emit a lot of their own radiation,They reflect enough of the sun's light to make them brighter than most background stars,Asteroids have substantial motion relative to the background stars,D,astronomy,"What about asteroids makes them stand out in sky surveys searching for them?
(A) Asteroids emit pulsed radiation
(B) Asteroids emit a lot of their own radiation
(C) They reflect enough of the sun's light to make them brighter than most background stars
(D) Asteroids have substantial motion relative to the background stars
Answer: (","Which is the most possible answer?
(A) Asteroids emit pulsed radiation
(B) Asteroids emit a lot of their own radiation
(C) They reflect enough of the sun's light to make them brighter than most background stars
(D) Asteroids have substantial motion relative to the background stars
Answer: (",35,"[32, 33, 34]"
Why did the solar nebula heat up as it collapsed?,Collisions among planetesimals generated friction and heat.,Radiation from other nearby stars that had formed earlier heated the nebula.,The shock wave from a nearby supernova heated the gas.,As the cloud shrank its gravitational potential energy was converted to kinetic energy and then into thermal energy.,D,astronomy,"Why did the solar nebula heat up as it collapsed?
(A) Collisions among planetesimals generated friction and heat.
(B) Radiation from other nearby stars that had formed earlier heated the nebula.
(C) The shock wave from a nearby supernova heated the gas.
(D) As the cloud shrank its gravitational potential energy was converted to kinetic energy and then into thermal energy.
Answer: (","Which is the most possible answer?
(A) Collisions among planetesimals generated friction and heat.
(B) Radiation from other nearby stars that had formed earlier heated the nebula.
(C) The shock wave from a nearby supernova heated the gas.
(D) As the cloud shrank its gravitational potential energy was converted to kinetic energy and then into thermal energy.
Answer: (",35,"[32, 33, 34]"
You observe the visible spectrum of a star viewed through a cloud of cool hydrogen gas.,You see only the star’s blackbody spectrum.,You see the star’s blackbody spectrum with absorption lines due to hydrogen.,You see only emission lines characteristic of hydrogen.,You see only emission lines characteristic of the star’s composition.,B,astronomy,"You observe the visible spectrum of a star viewed through a cloud of cool hydrogen gas.
(A) You see only the star’s blackbody spectrum.
(B) You see the star’s blackbody spectrum with absorption lines due to hydrogen.
(C) You see only emission lines characteristic of hydrogen.
(D) You see only emission lines characteristic of the star’s composition.
Answer: (","Which is the most possible answer?
(A) You see only the star’s blackbody spectrum.
(B) You see the star’s blackbody spectrum with absorption lines due to hydrogen.
(C) You see only emission lines characteristic of hydrogen.
(D) You see only emission lines characteristic of the star’s composition.
Answer: (",33,"[32, 34, 35]"
Which of the following most likely explains why Venus does not have a strong magnetic field?,Its rotation is too slow.,It has too thick an atmosphere.,It is too large.,It does not have a metallic core.,A,astronomy,"Which of the following most likely explains why Venus does not have a strong magnetic field?
(A) Its rotation is too slow.
(B) It has too thick an atmosphere.
(C) It is too large.
(D) It does not have a metallic core.
Answer: (","Which is the most possible answer?
(A) Its rotation is too slow.
(B) It has too thick an atmosphere.
(C) It is too large.
(D) It does not have a metallic core.
Answer: (",32,"[33, 34, 35]"
Which of the following characteristics would not necessarily suggest that a rock we found is a meteorite.,It has a fusion crust,It contains solidified spherical droplets,It is highly processed,It has different elemental composition than earth,C,astronomy,"Which of the following characteristics would not necessarily suggest that a rock we found is a meteorite.
(A) It has a fusion crust
(B) It contains solidified spherical droplets
(C) It is highly processed
(D) It has different elemental composition than earth
Answer: (","Which is the most possible answer?
(A) It has a fusion crust
(B) It contains solidified spherical droplets
(C) It is highly processed
(D) It has different elemental composition than earth
Answer: (",34,"[32, 33, 35]"
Which is not a similarity between Saturn and Jupiter's atmospheres?,a composition dominated by hydrogen and helium,the presence of belts zones and storms,an equatorial wind speed of more than 900 miles per hour,"significant ""shear"" between bands of circulation at different latitudes",C,astronomy,"Which is not a similarity between Saturn and Jupiter's atmospheres?
(A) a composition dominated by hydrogen and helium
(B) the presence of belts zones and storms
(C) an equatorial wind speed of more than 900 miles per hour
(D) significant ""shear"" between bands of circulation at different latitudes
Answer: (","Which is the most possible answer?
(A) a composition dominated by hydrogen and helium
(B) the presence of belts zones and storms
(C) an equatorial wind speed of more than 900 miles per hour
(D) significant ""shear"" between bands of circulation at different latitudes
Answer: (",34,"[32, 33, 35]"
Jupiter's orbital distance is roughly 5 AU. How many times brighter would the Sun have to be for Europa to receive the same solar flux that we currently receive on Earth (1380W/m2)?,100 times brighter,25 times brighter,2 times brighter,50 times brighter,B,astronomy,"Jupiter's orbital distance is roughly 5 AU. How many times brighter would the Sun have to be for Europa to receive the same solar flux that we currently receive on Earth (1380W/m2)?
(A) 100 times brighter
(B) 25 times brighter
(C) 2 times brighter
(D) 50 times brighter
Answer: (","Which is the most possible answer?
(A) 100 times brighter
(B) 25 times brighter
(C) 2 times brighter
(D) 50 times brighter
Answer: (",33,"[32, 34, 35]"
The Pleiades is an open star cluster that plays a role in many ancient stories and is well-known for containing ... bright stars.,5,7,9,12,B,astronomy,"The Pleiades is an open star cluster that plays a role in many ancient stories and is well-known for containing ... bright stars.
(A) 5
(B) 7
(C) 9
(D) 12
Answer: (","Which is the most possible answer?
(A) 5
(B) 7
(C) 9
(D) 12
Answer: (",33,"[32, 34, 35]"
The nebular theory of the formation of the solar system successfully predicts all but one of the following. Which one does the theory not predict?,Planets orbit around the Sun in nearly circular orbits in a flattened disk.,the equal number of terrestrial and jovian planets,the craters on the Moon,asteroids Kuiper-belt comets and the Oort cloud,B,astronomy,"The nebular theory of the formation of the solar system successfully predicts all but one of the following. Which one does the theory not predict?
(A) Planets orbit around the Sun in nearly circular orbits in a flattened disk.
(B) the equal number of terrestrial and jovian planets
(C) the craters on the Moon
(D) asteroids Kuiper-belt comets and the Oort cloud
Answer: (","Which is the most possible answer?
(A) Planets orbit around the Sun in nearly circular orbits in a flattened disk.
(B) the equal number of terrestrial and jovian planets
(C) the craters on the Moon
(D) asteroids Kuiper-belt comets and the Oort cloud
Answer: (",33,"[32, 34, 35]"
A sand bag has a mass of 5kg and weight 50N on Earth. What is the mass and weight of this sand bag on a planet with half the gravity compared to Earth?,Mass 5kg weight 100N,Mass 5kg weight 50N,Mass 5kg weight 25N,Mass 10kg weight 100N,C,astronomy,"A sand bag has a mass of 5kg and weight 50N on Earth. What is the mass and weight of this sand bag on a planet with half the gravity compared to Earth?
(A) Mass 5kg weight 100N
(B) Mass 5kg weight 50N
(C) Mass 5kg weight 25N
(D) Mass 10kg weight 100N
Answer: (","Which is the most possible answer?
(A) Mass 5kg weight 100N
(B) Mass 5kg weight 50N
(C) Mass 5kg weight 25N
(D) Mass 10kg weight 100N
Answer: (",34,"[32, 33, 35]"
Where is the crater from the impact that is believed to be responsible for the mass extinction of dinosaurs 65 million years ago?,Tunguska Siberia.,Chicxulub Crater Yucatan Peninsula in Mexico.,Quebec Canada.,Meteor Crater in Arizona.,B,astronomy,"Where is the crater from the impact that is believed to be responsible for the mass extinction of dinosaurs 65 million years ago?
(A) Tunguska Siberia.
(B) Chicxulub Crater Yucatan Peninsula in Mexico.
(C) Quebec Canada.
(D) Meteor Crater in Arizona.
Answer: (","Which is the most possible answer?
(A) Tunguska Siberia.
(B) Chicxulub Crater Yucatan Peninsula in Mexico.
(C) Quebec Canada.
(D) Meteor Crater in Arizona.
Answer: (",33,"[32, 34, 35]"
In addition to the conditions required for any solar eclipse what must also be true in order for you to observe a total solar eclipse?,The Earth must lie completely within the Moon's penumbra.,The Moon's penumbra must touch the area where you are located.,The Earth must be near aphelion in its orbit of the Sun.,The Moon's umbra must touch the area where you are located.,D,astronomy,"In addition to the conditions required for any solar eclipse what must also be true in order for you to observe a total solar eclipse?
(A) The Earth must lie completely within the Moon's penumbra.
(B) The Moon's penumbra must touch the area where you are located.
(C) The Earth must be near aphelion in its orbit of the Sun.
(D) The Moon's umbra must touch the area where you are located.
Answer: (","Which is the most possible answer?
(A) The Earth must lie completely within the Moon's penumbra.
(B) The Moon's penumbra must touch the area where you are located.
(C) The Earth must be near aphelion in its orbit of the Sun.
(D) The Moon's umbra must touch the area where you are located.
Answer: (",35,"[32, 33, 34]"
What effect or effects would be most significant if the Moon's orbital plane were exactly the same as the ecliptic plane?,Solar eclipses would be much rarer.,Solar eclipses would last much longer.,Solar eclipses would be much more frequent.,Solar eclipses would not last as long.,C,astronomy,"What effect or effects would be most significant if the Moon's orbital plane were exactly the same as the ecliptic plane?
(A) Solar eclipses would be much rarer.
(B) Solar eclipses would last much longer.
(C) Solar eclipses would be much more frequent.
(D) Solar eclipses would not last as long.
Answer: (","Which is the most possible answer?
(A) Solar eclipses would be much rarer.
(B) Solar eclipses would last much longer.
(C) Solar eclipses would be much more frequent.
(D) Solar eclipses would not last as long.
Answer: (",34,"[32, 33, 35]"
What type of radiation causes a black hole to evaporate over time?,Schwarzschild radiation,Planck radiation,Kolmogorov radiation,Hawking radiation,D,astronomy,"What type of radiation causes a black hole to evaporate over time?
(A) Schwarzschild radiation
(B) Planck radiation
(C) Kolmogorov radiation
(D) Hawking radiation
Answer: (","Which is the most possible answer?
(A) Schwarzschild radiation
(B) Planck radiation
(C) Kolmogorov radiation
(D) Hawking radiation
Answer: (",35,"[32, 33, 34]"
Approximately how far away is the Andromeda Galaxy?,1.7 million light years,2.1 million light years,2.5 million light years,3.2 million light years,C,astronomy,"Approximately how far away is the Andromeda Galaxy?
(A) 1.7 million light years
(B) 2.1 million light years
(C) 2.5 million light years
(D) 3.2 million light years
Answer: (","Which is the most possible answer?
(A) 1.7 million light years
(B) 2.1 million light years
(C) 2.5 million light years
(D) 3.2 million light years
Answer: (",34,"[32, 33, 35]"
Which living organisms most resemble the common ancestor of all life according to genetic testing?,viruses,bacteria such as E. coli,organisms living deep in the oceans around seafloor volcanic vents and in hot springs,plankton that use sunlight as an energy source through photosynthesis,C,astronomy,"Which living organisms most resemble the common ancestor of all life according to genetic testing?
(A) viruses
(B) bacteria such as E. coli
(C) organisms living deep in the oceans around seafloor volcanic vents and in hot springs
(D) plankton that use sunlight as an energy source through photosynthesis
Answer: (","Which is the most possible answer?
(A) viruses
(B) bacteria such as E. coli
(C) organisms living deep in the oceans around seafloor volcanic vents and in hot springs
(D) plankton that use sunlight as an energy source through photosynthesis
Answer: (",34,"[32, 33, 35]"
How did Eratosthenes estimate the size of the Earth in 240 B.C.?,By measuring the maximum altitude of the Sun in two cities at different latitudes at the same time on the same day.,By measuring the size of Earth's shadow on the Moon during a lunar eclipse.,By finding a place on Earth where the Sun passes directly overhead.,By sending fleets of ships around the Earth.,A,astronomy,"How did Eratosthenes estimate the size of the Earth in 240 B.C.?
(A) By measuring the maximum altitude of the Sun in two cities at different latitudes at the same time on the same day.
(B) By measuring the size of Earth's shadow on the Moon during a lunar eclipse.
(C) By finding a place on Earth where the Sun passes directly overhead.
(D) By sending fleets of ships around the Earth.
Answer: (","Which is the most possible answer?
(A) By measuring the maximum altitude of the Sun in two cities at different latitudes at the same time on the same day.
(B) By measuring the size of Earth's shadow on the Moon during a lunar eclipse.
(C) By finding a place on Earth where the Sun passes directly overhead.
(D) By sending fleets of ships around the Earth.
Answer: (",32,"[33, 34, 35]"
Our current best observations show that Pluto has,one medium sized satellite and two small satellites.,no satellites.,one large satellite and three small satellites.,one large satellite.,A,astronomy,"Our current best observations show that Pluto has
(A) one medium sized satellite and two small satellites.
(B) no satellites.
(C) one large satellite and three small satellites.
(D) one large satellite.
Answer: (","Which is the most possible answer?
(A) one medium sized satellite and two small satellites.
(B) no satellites.
(C) one large satellite and three small satellites.
(D) one large satellite.
Answer: (",32,"[33, 34, 35]"
Pluto's extremely cold (~40 K) surface is composed of:,mainly water ice which always remains frozen,nitrogen methane and carbon monoxide ices which sublimate into an atmosphere near perihelion,nitrogen methane and carbon monoxide ices which always remain frozen,roughly half ices and half rocky materials,B,astronomy,"Pluto's extremely cold (~40 K) surface is composed of:
(A) mainly water ice which always remains frozen
(B) nitrogen methane and carbon monoxide ices which sublimate into an atmosphere near perihelion
(C) nitrogen methane and carbon monoxide ices which always remain frozen
(D) roughly half ices and half rocky materials
Answer: (","Which is the most possible answer?
(A) mainly water ice which always remains frozen
(B) nitrogen methane and carbon monoxide ices which sublimate into an atmosphere near perihelion
(C) nitrogen methane and carbon monoxide ices which always remain frozen
(D) roughly half ices and half rocky materials
Answer: (",33,"[32, 34, 35]"
