question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
 Psychographic segmentation is based on:,The quantitative side of consumer demographic analysis.,The quantitative side of consumer geographic analysis.,Individuals' residential patterns and life-cycle preferences.,"Grouping people according to their psychological characteristics, values, and lifestyles.",D,marketing," Psychographic segmentation is based on:
(A) The quantitative side of consumer demographic analysis.
(B) The quantitative side of consumer geographic analysis.
(C) Individuals' residential patterns and life-cycle preferences.
(D) Grouping people according to their psychological characteristics, values, and lifestyles.
Answer: (","Which is the most possible answer?
(A) The quantitative side of consumer demographic analysis.
(B) The quantitative side of consumer geographic analysis.
(C) Individuals' residential patterns and life-cycle preferences.
(D) Grouping people according to their psychological characteristics, values, and lifestyles.
Answer: (",35,"[32, 33, 34]"
"A framework categorizes different services, which, in turn, influence the degree to which market offerings can be evaluated, and three main properties are identified:","Search, experiment, and credence properties.","Search, experience, and credence properties.","Sell, trust, and credence properties.","Search, belief, and confidence properties.",B,marketing,"A framework categorizes different services, which, in turn, influence the degree to which market offerings can be evaluated, and three main properties are identified:
(A) Search, experiment, and credence properties.
(B) Search, experience, and credence properties.
(C) Sell, trust, and credence properties.
(D) Search, belief, and confidence properties.
Answer: (","Which is the most possible answer?
(A) Search, experiment, and credence properties.
(B) Search, experience, and credence properties.
(C) Sell, trust, and credence properties.
(D) Search, belief, and confidence properties.
Answer: (",33,"[32, 34, 35]"
" ____________ distribute the product. They offer value through services associated with selling inventory, credit, and aftersales service.",Distributors.,Agents.,Merchants.,Franchises.,A,marketing," ____________ distribute the product. They offer value through services associated with selling inventory, credit, and aftersales service.
(A) Distributors.
(B) Agents.
(C) Merchants.
(D) Franchises.
Answer: (","Which is the most possible answer?
(A) Distributors.
(B) Agents.
(C) Merchants.
(D) Franchises.
Answer: (",32,"[33, 34, 35]"
"This is the process in which offerings move through a sequential, pre-determined pattern of development similar to the biological path that lifeforms follow:",Diffusion process.,Product lifecycle.,Adoption process.,Service development.,B,marketing,"This is the process in which offerings move through a sequential, pre-determined pattern of development similar to the biological path that lifeforms follow:
(A) Diffusion process.
(B) Product lifecycle.
(C) Adoption process.
(D) Service development.
Answer: (","Which is the most possible answer?
(A) Diffusion process.
(B) Product lifecycle.
(C) Adoption process.
(D) Service development.
Answer: (",33,"[32, 34, 35]"
 A 10% increase (decrease) in price produces a 10% decrease (increase) in quantity demanded. This is referred to as:,Zero price elasticity of demand.,Infinite price elasticity of demand.,Unit price elasticity of demand.,Indefinite price elasticity of demand.,C,marketing," A 10% increase (decrease) in price produces a 10% decrease (increase) in quantity demanded. This is referred to as:
(A) Zero price elasticity of demand.
(B) Infinite price elasticity of demand.
(C) Unit price elasticity of demand.
(D) Indefinite price elasticity of demand.
Answer: (","Which is the most possible answer?
(A) Zero price elasticity of demand.
(B) Infinite price elasticity of demand.
(C) Unit price elasticity of demand.
(D) Indefinite price elasticity of demand.
Answer: (",34,"[32, 33, 35]"
" Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?",Quantitative.,Qualitative.,Non-probability.,Probability.,A,marketing," Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?
(A) Quantitative.
(B) Qualitative.
(C) Non-probability.
(D) Probability.
Answer: (","Which is the most possible answer?
(A) Quantitative.
(B) Qualitative.
(C) Non-probability.
(D) Probability.
Answer: (",32,"[33, 34, 35]"
" In the _________ stage in the adoption process, consumers become aware of the new proposition. They have little information and have yet to develop any particular attitudes towards the product. Indeed, at this stage consumers are not interested in finding out any more information.",Persuasion,Confirmation,Knowledge,Implementation,C,marketing," In the _________ stage in the adoption process, consumers become aware of the new proposition. They have little information and have yet to develop any particular attitudes towards the product. Indeed, at this stage consumers are not interested in finding out any more information.
(A) Persuasion
(B) Confirmation
(C) Knowledge
(D) Implementation
Answer: (","Which is the most possible answer?
(A) Persuasion
(B) Confirmation
(C) Knowledge
(D) Implementation
Answer: (",34,"[32, 33, 35]"
 Which of the following is a type of consumer product bought relatively infrequently and which requires consumers to update their knowledge prior to purchase?,Luxury product.,Shopping product.,Generic products.,Branded products.,B,marketing," Which of the following is a type of consumer product bought relatively infrequently and which requires consumers to update their knowledge prior to purchase?
(A) Luxury product.
(B) Shopping product.
(C) Generic products.
(D) Branded products.
Answer: (","Which is the most possible answer?
(A) Luxury product.
(B) Shopping product.
(C) Generic products.
(D) Branded products.
Answer: (",33,"[32, 34, 35]"
"This is where the perception on the part of a channel member is that its goal attainment is being impeded by another, with stress or tension the result:",Channel communication.,Channel conflict.,Channel relationships.,Customer conflict.,B,marketing,"This is where the perception on the part of a channel member is that its goal attainment is being impeded by another, with stress or tension the result:
(A) Channel communication.
(B) Channel conflict.
(C) Channel relationships.
(D) Customer conflict.
Answer: (","Which is the most possible answer?
(A) Channel communication.
(B) Channel conflict.
(C) Channel relationships.
(D) Customer conflict.
Answer: (",33,"[32, 34, 35]"
These are events when groups of sellers meet collectively with the key purpose of attracting buyers:,Exhibitions.,Sales promotions.,Mass media advertising.,Press conference.,A,marketing,"These are events when groups of sellers meet collectively with the key purpose of attracting buyers:
(A) Exhibitions.
(B) Sales promotions.
(C) Mass media advertising.
(D) Press conference.
Answer: (","Which is the most possible answer?
(A) Exhibitions.
(B) Sales promotions.
(C) Mass media advertising.
(D) Press conference.
Answer: (",32,"[33, 34, 35]"
 These objectives are often the most suitable when firms operate in a market dominated by a major competitor and where their financial resources are limited.,Divest objectives.,Harvest objectives.,Hold objectives.,Niche objectives,D,marketing," These objectives are often the most suitable when firms operate in a market dominated by a major competitor and where their financial resources are limited.
(A) Divest objectives.
(B) Harvest objectives.
(C) Hold objectives.
(D) Niche objectives
Answer: (","Which is the most possible answer?
(A) Divest objectives.
(B) Harvest objectives.
(C) Hold objectives.
(D) Niche objectives
Answer: (",35,"[32, 33, 34]"
 The process of outsourcing a task or group of tasks to a generally large group of people is known as:,Social media marketing.,Internet advertising.,Crowdsourcing.,E-marketing.,C,marketing," The process of outsourcing a task or group of tasks to a generally large group of people is known as:
(A) Social media marketing.
(B) Internet advertising.
(C) Crowdsourcing.
(D) E-marketing.
Answer: (","Which is the most possible answer?
(A) Social media marketing.
(B) Internet advertising.
(C) Crowdsourcing.
(D) E-marketing.
Answer: (",34,"[32, 33, 35]"
Which of the following is not one of the categories of research design?,Exploratory research.,Descriptive research.,Causal research.,Desk research.,D,marketing,"Which of the following is not one of the categories of research design?
(A) Exploratory research.
(B) Descriptive research.
(C) Causal research.
(D) Desk research.
Answer: (","Which is the most possible answer?
(A) Exploratory research.
(B) Descriptive research.
(C) Causal research.
(D) Desk research.
Answer: (",35,"[32, 33, 34]"
 This marketing and communication tool offers a direct inducement or an incentive to encourage customers to buy a product/service:,Advertising.,Public relations.,Sales promotion.,Direct marketing.,C,marketing," This marketing and communication tool offers a direct inducement or an incentive to encourage customers to buy a product/service:
(A) Advertising.
(B) Public relations.
(C) Sales promotion.
(D) Direct marketing.
Answer: (","Which is the most possible answer?
(A) Advertising.
(B) Public relations.
(C) Sales promotion.
(D) Direct marketing.
Answer: (",34,"[32, 33, 35]"
 These objectives are often employed in mature markets as firms/products enter a decline phase. The goal is to maximize short-term profits and stimulate a positive cash flow.,Divest objectives.,Hold objectives.,Growth objectives.,Harvesting objectives.,D,marketing," These objectives are often employed in mature markets as firms/products enter a decline phase. The goal is to maximize short-term profits and stimulate a positive cash flow.
(A) Divest objectives.
(B) Hold objectives.
(C) Growth objectives.
(D) Harvesting objectives.
Answer: (","Which is the most possible answer?
(A) Divest objectives.
(B) Hold objectives.
(C) Growth objectives.
(D) Harvesting objectives.
Answer: (",35,"[32, 33, 34]"
 Which of the following is the interpersonal communication about products or services where a receiver regards the communicator as impartial and is not attempting to sell products or services?,Word of Mouth (WOM).,Personal Selling (PS).,Direct Marketing (DM).,Customer Service (CS).,A,marketing," Which of the following is the interpersonal communication about products or services where a receiver regards the communicator as impartial and is not attempting to sell products or services?
(A) Word of Mouth (WOM).
(B) Personal Selling (PS).
(C) Direct Marketing (DM).
(D) Customer Service (CS).
Answer: (","Which is the most possible answer?
(A) Word of Mouth (WOM).
(B) Personal Selling (PS).
(C) Direct Marketing (DM).
(D) Customer Service (CS).
Answer: (",32,"[33, 34, 35]"
 McDonald's and KFC are good examples of:,Distributors.,Franchising.,Merchant.,Retailers.,B,marketing," McDonald's and KFC are good examples of:
(A) Distributors.
(B) Franchising.
(C) Merchant.
(D) Retailers.
Answer: (","Which is the most possible answer?
(A) Distributors.
(B) Franchising.
(C) Merchant.
(D) Retailers.
Answer: (",33,"[32, 34, 35]"
 The way in which the product is delivered to meet the customers' needs refers to:,New product concepts and improvements.,Selling.,Advertising and promotion activities.,Place or distribution activities.,D,marketing," The way in which the product is delivered to meet the customers' needs refers to:
(A) New product concepts and improvements.
(B) Selling.
(C) Advertising and promotion activities.
(D) Place or distribution activities.
Answer: (","Which is the most possible answer?
(A) New product concepts and improvements.
(B) Selling.
(C) Advertising and promotion activities.
(D) Place or distribution activities.
Answer: (",35,"[32, 33, 34]"
 Which of the following is the investigation of the hedonic consumption of products?,Social interaction perspective.,Functional utilization perspective.,Experiential consumption.,Brand management perspective.,C,marketing," Which of the following is the investigation of the hedonic consumption of products?
(A) Social interaction perspective.
(B) Functional utilization perspective.
(C) Experiential consumption.
(D) Brand management perspective.
Answer: (","Which is the most possible answer?
(A) Social interaction perspective.
(B) Functional utilization perspective.
(C) Experiential consumption.
(D) Brand management perspective.
Answer: (",34,"[32, 33, 35]"
"These are stores designed to kill off the competition and are characterized by narrow but very deep product assortment, low prices, and few to moderate customer services:",Speciality stores.,Limited line retailers.,Category-killer stores.,Superstores.,C,marketing,"These are stores designed to kill off the competition and are characterized by narrow but very deep product assortment, low prices, and few to moderate customer services:
(A) Speciality stores.
(B) Limited line retailers.
(C) Category-killer stores.
(D) Superstores.
Answer: (","Which is the most possible answer?
(A) Speciality stores.
(B) Limited line retailers.
(C) Category-killer stores.
(D) Superstores.
Answer: (",34,"[32, 33, 35]"
" Which of the following is the communication model that depicts information flowing via various media channels, to particular types of people, to whom other members of the audience refer for information and guidance?",Two-step.,Three-step.,Multi-step.,One-step.,A,marketing," Which of the following is the communication model that depicts information flowing via various media channels, to particular types of people, to whom other members of the audience refer for information and guidance?
(A) Two-step.
(B) Three-step.
(C) Multi-step.
(D) One-step.
Answer: (","Which is the most possible answer?
(A) Two-step.
(B) Three-step.
(C) Multi-step.
(D) One-step.
Answer: (",32,"[33, 34, 35]"
 If an advertisement shows the interior of a train with comfortable seats and plenty of space yet a customer boards a train only to find a lack of space and hard seating. This is an example of:,GAP 4-the gap between service delivery and external communications.,GAP 2-the gap between management perception and service-quality specification,GAP1-the gap between the customer's expectations and management perception.,GAP 3-the gap between service-quality specifications and service delivery.,A,marketing," If an advertisement shows the interior of a train with comfortable seats and plenty of space yet a customer boards a train only to find a lack of space and hard seating. This is an example of:
(A) GAP 4-the gap between service delivery and external communications.
(B) GAP 2-the gap between management perception and service-quality specification
(C) GAP1-the gap between the customer's expectations and management perception.
(D) GAP 3-the gap between service-quality specifications and service delivery.
Answer: (","Which is the most possible answer?
(A) GAP 4-the gap between service delivery and external communications.
(B) GAP 2-the gap between management perception and service-quality specification
(C) GAP1-the gap between the customer's expectations and management perception.
(D) GAP 3-the gap between service-quality specifications and service delivery.
Answer: (",32,"[33, 34, 35]"
" To make sense of the external environment, the well-known acronym, PESTLE is used. PESTLE stands for _____________","The political, economics, substitute, technological, legal, and ecological environments.","The political, economic, social, technological, legal, and ecological environments.","The political, economic, social, treat, legal, and ecological environments.","The purchasing, economics, social, technological, legal, and ecological environments.",B,marketing," To make sense of the external environment, the well-known acronym, PESTLE is used. PESTLE stands for _____________
(A) The political, economics, substitute, technological, legal, and ecological environments.
(B) The political, economic, social, technological, legal, and ecological environments.
(C) The political, economic, social, treat, legal, and ecological environments.
(D) The purchasing, economics, social, technological, legal, and ecological environments.
Answer: (","Which is the most possible answer?
(A) The political, economics, substitute, technological, legal, and ecological environments.
(B) The political, economic, social, technological, legal, and ecological environments.
(C) The political, economic, social, treat, legal, and ecological environments.
(D) The purchasing, economics, social, technological, legal, and ecological environments.
Answer: (",33,"[32, 34, 35]"
"To be effective, the process of market segmentation must meet which of the following basic requirements?",The firm must avoid focusing on non-variables such as profitability and volume.,The market segment must have measurable purchasing power and size.,The company must expand beyond its marketing capabilities to capture growing markets.,The market segment must reflect the population's changing attitudes and lifestyles.,B,marketing,"To be effective, the process of market segmentation must meet which of the following basic requirements?
(A) The firm must avoid focusing on non-variables such as profitability and volume.
(B) The market segment must have measurable purchasing power and size.
(C) The company must expand beyond its marketing capabilities to capture growing markets.
(D) The market segment must reflect the population's changing attitudes and lifestyles.
Answer: (","Which is the most possible answer?
(A) The firm must avoid focusing on non-variables such as profitability and volume.
(B) The market segment must have measurable purchasing power and size.
(C) The company must expand beyond its marketing capabilities to capture growing markets.
(D) The market segment must reflect the population's changing attitudes and lifestyles.
Answer: (",33,"[32, 34, 35]"
" Newsletters, catalogues, and invitations to organization-sponsored events are most closely associated with the marketing mix activity of:",Pricing.,Distribution.,Product development.,Promotion.,D,marketing," Newsletters, catalogues, and invitations to organization-sponsored events are most closely associated with the marketing mix activity of:
(A) Pricing.
(B) Distribution.
(C) Product development.
(D) Promotion.
Answer: (","Which is the most possible answer?
(A) Pricing.
(B) Distribution.
(C) Product development.
(D) Promotion.
Answer: (",35,"[32, 33, 34]"
Marketers usually decide whether to conduct marketing research study internally or through an outside organization based on certain criteria. Which of the following criterion is not used?,Whether the study offers value for money.,The agency's reputation.,The likelihood that the research design will provide insights into the management problem.,The size of the agency.,D,marketing,"Marketers usually decide whether to conduct marketing research study internally or through an outside organization based on certain criteria. Which of the following criterion is not used?
(A) Whether the study offers value for money.
(B) The agency's reputation.
(C) The likelihood that the research design will provide insights into the management problem.
(D) The size of the agency.
Answer: (","Which is the most possible answer?
(A) Whether the study offers value for money.
(B) The agency's reputation.
(C) The likelihood that the research design will provide insights into the management problem.
(D) The size of the agency.
Answer: (",35,"[32, 33, 34]"
 Which of the following elements is not part of Porter's Five Forces model for industry competitiveness?,Threat of substitutes.,Threat of suppliers.,Power of buyers.,Threat from government.,D,marketing," Which of the following elements is not part of Porter's Five Forces model for industry competitiveness?
(A) Threat of substitutes.
(B) Threat of suppliers.
(C) Power of buyers.
(D) Threat from government.
Answer: (","Which is the most possible answer?
(A) Threat of substitutes.
(B) Threat of suppliers.
(C) Power of buyers.
(D) Threat from government.
Answer: (",35,"[32, 33, 34]"
 These sell directly to end consumers and may purchase directly from manufacturers and/or deal with wholesalers:,Distributors.,Franchising.,Merchant.,Retailers.,D,marketing," These sell directly to end consumers and may purchase directly from manufacturers and/or deal with wholesalers:
(A) Distributors.
(B) Franchising.
(C) Merchant.
(D) Retailers.
Answer: (","Which is the most possible answer?
(A) Distributors.
(B) Franchising.
(C) Merchant.
(D) Retailers.
Answer: (",35,"[32, 33, 34]"
" Before beginning the market segmentation process, a firm should:",Identify bases for segmenting markets.,Forecast total market potential.,Forecast market share.,Select target market segments.,A,marketing," Before beginning the market segmentation process, a firm should:
(A) Identify bases for segmenting markets.
(B) Forecast total market potential.
(C) Forecast market share.
(D) Select target market segments.
Answer: (","Which is the most possible answer?
(A) Identify bases for segmenting markets.
(B) Forecast total market potential.
(C) Forecast market share.
(D) Select target market segments.
Answer: (",32,"[33, 34, 35]"
The primary objective of team-based selling is to,match various functional areas of the company with customer needs,distribute the work involved in managing an account,equitably manage the sales bonus pool,create multiple points of contact between the customer and the company,A,marketing,"The primary objective of team-based selling is to
(A) match various functional areas of the company with customer needs
(B) distribute the work involved in managing an account
(C) equitably manage the sales bonus pool
(D) create multiple points of contact between the customer and the company
Answer: (","Which is the most possible answer?
(A) match various functional areas of the company with customer needs
(B) distribute the work involved in managing an account
(C) equitably manage the sales bonus pool
(D) create multiple points of contact between the customer and the company
Answer: (",32,"[33, 34, 35]"
"This level of branding can be seen when a customer attaches a name, term, or other feature that enables them to identify one seller's good or service as distinct from those of other sellers. This branding is known as:",Corporate brand.,Family branding.,Customer branding.,International brand.,C,marketing,"This level of branding can be seen when a customer attaches a name, term, or other feature that enables them to identify one seller's good or service as distinct from those of other sellers. This branding is known as:
(A) Corporate brand.
(B) Family branding.
(C) Customer branding.
(D) International brand.
Answer: (","Which is the most possible answer?
(A) Corporate brand.
(B) Family branding.
(C) Customer branding.
(D) International brand.
Answer: (",34,"[32, 33, 35]"
" This is a form of targeted advertising, on websites, with advertisements selected and served by automated systems based on the content displayed to the user.",Contextual advertising.,Interactive marketing.,Internet advertising.,Direct marketing.,A,marketing," This is a form of targeted advertising, on websites, with advertisements selected and served by automated systems based on the content displayed to the user.
(A) Contextual advertising.
(B) Interactive marketing.
(C) Internet advertising.
(D) Direct marketing.
Answer: (","Which is the most possible answer?
(A) Contextual advertising.
(B) Interactive marketing.
(C) Internet advertising.
(D) Direct marketing.
Answer: (",32,"[33, 34, 35]"
 Primary data are:,Data collected for the first time specifically for a marketing research study.,Less time-consuming to acquire and less costly than secondary data.,Newly-published results of government investigations.,Part of a strategic planning activity to ensure proper resource allocation.,A,marketing," Primary data are:
(A) Data collected for the first time specifically for a marketing research study.
(B) Less time-consuming to acquire and less costly than secondary data.
(C) Newly-published results of government investigations.
(D) Part of a strategic planning activity to ensure proper resource allocation.
Answer: (","Which is the most possible answer?
(A) Data collected for the first time specifically for a marketing research study.
(B) Less time-consuming to acquire and less costly than secondary data.
(C) Newly-published results of government investigations.
(D) Part of a strategic planning activity to ensure proper resource allocation.
Answer: (",32,"[33, 34, 35]"
Salespeople who view a situation as a customer sees it are exhibiting,cooperation,empathy,responsibility,tolerance,B,marketing,"Salespeople who view a situation as a customer sees it are exhibiting
(A) cooperation
(B) empathy
(C) responsibility
(D) tolerance
Answer: (","Which is the most possible answer?
(A) cooperation
(B) empathy
(C) responsibility
(D) tolerance
Answer: (",33,"[32, 34, 35]"
" This is a part of the communication process where the sender selects a combination of appropriate words, pictures, symbols, and music to represent a message to be transmitted:",Encoding.,Decoding.,Transfer.,Feedback.,A,marketing," This is a part of the communication process where the sender selects a combination of appropriate words, pictures, symbols, and music to represent a message to be transmitted:
(A) Encoding.
(B) Decoding.
(C) Transfer.
(D) Feedback.
Answer: (","Which is the most possible answer?
(A) Encoding.
(B) Decoding.
(C) Transfer.
(D) Feedback.
Answer: (",32,"[33, 34, 35]"
 Toyota's Prius and Honda's hybrid Civic are examples of technological products inspired by:,Style considerations in the Japanese automobile industry.,Social pressure to develop more fuel-efficient vehicles with fewer dangerous emissions.,The desire of many engineers to simply make interesting products.,"The realization that Japanese people didn't need large, high-speed cars.",B,marketing," Toyota's Prius and Honda's hybrid Civic are examples of technological products inspired by:
(A) Style considerations in the Japanese automobile industry.
(B) Social pressure to develop more fuel-efficient vehicles with fewer dangerous emissions.
(C) The desire of many engineers to simply make interesting products.
(D) The realization that Japanese people didn't need large, high-speed cars.
Answer: (","Which is the most possible answer?
(A) Style considerations in the Japanese automobile industry.
(B) Social pressure to develop more fuel-efficient vehicles with fewer dangerous emissions.
(C) The desire of many engineers to simply make interesting products.
(D) The realization that Japanese people didn't need large, high-speed cars.
Answer: (",33,"[32, 34, 35]"
 This approach has been used to convey particular information and help educate large target audiences through television and radio programmes. This approach is referred to as:,Opinion followers.,Opinion formers.,Public relations.,Opinion leaders.,D,marketing," This approach has been used to convey particular information and help educate large target audiences through television and radio programmes. This approach is referred to as:
(A) Opinion followers.
(B) Opinion formers.
(C) Public relations.
(D) Opinion leaders.
Answer: (","Which is the most possible answer?
(A) Opinion followers.
(B) Opinion formers.
(C) Public relations.
(D) Opinion leaders.
Answer: (",35,"[32, 33, 34]"
When an individual passively appreciates an event or environment but leaves without affecting or altering the nature of the environment is called:,Entertainment realm.,Educational realm.,Aesthetic realm.,Escapist realm,C,marketing,"When an individual passively appreciates an event or environment but leaves without affecting or altering the nature of the environment is called:
(A) Entertainment realm.
(B) Educational realm.
(C) Aesthetic realm.
(D) Escapist realm
Answer: (","Which is the most possible answer?
(A) Entertainment realm.
(B) Educational realm.
(C) Aesthetic realm.
(D) Escapist realm
Answer: (",34,"[32, 33, 35]"
 Which of the following is best understood as a period of time during which a customer interacts directly with a service?,Good usage.,Servicescape.,Service mix.,Service encounters.,D,marketing," Which of the following is best understood as a period of time during which a customer interacts directly with a service?
(A) Good usage.
(B) Servicescape.
(C) Service mix.
(D) Service encounters.
Answer: (","Which is the most possible answer?
(A) Good usage.
(B) Servicescape.
(C) Service mix.
(D) Service encounters.
Answer: (",35,"[32, 33, 34]"
Intermediaries assist end-users by bringing a product produced a long way away to a more convenient location for purchase and consumption. This is referred to as:,Time utility.,Place utility.,Ownership utility.,Information utility.,B,marketing,"Intermediaries assist end-users by bringing a product produced a long way away to a more convenient location for purchase and consumption. This is referred to as:
(A) Time utility.
(B) Place utility.
(C) Ownership utility.
(D) Information utility.
Answer: (","Which is the most possible answer?
(A) Time utility.
(B) Place utility.
(C) Ownership utility.
(D) Information utility.
Answer: (",33,"[32, 34, 35]"
 The pricing approach where prices are set based on what competitors are charging is called the:,Cost-oriented approach.,Demand-oriented approach.,Competitor-oriented approach.,Value-oriented approach.,C,marketing," The pricing approach where prices are set based on what competitors are charging is called the:
(A) Cost-oriented approach.
(B) Demand-oriented approach.
(C) Competitor-oriented approach.
(D) Value-oriented approach.
Answer: (","Which is the most possible answer?
(A) Cost-oriented approach.
(B) Demand-oriented approach.
(C) Competitor-oriented approach.
(D) Value-oriented approach.
Answer: (",34,"[32, 33, 35]"
Which of the following types of tests is designed primarily to help predict how successful a person is likely to be in learning new skills?,Achievement,Aptitude,Interest,Personality,B,marketing,"Which of the following types of tests is designed primarily to help predict how successful a person is likely to be in learning new skills?
(A) Achievement
(B) Aptitude
(C) Interest
(D) Personality
Answer: (","Which is the most possible answer?
(A) Achievement
(B) Aptitude
(C) Interest
(D) Personality
Answer: (",33,"[32, 34, 35]"
 ____________ occurs when a search engine company charges fees related to inclusion of websites in their search index.,Contextual search.,Site optimization.,Paid inclusion.,Paid listing,C,marketing," ____________ occurs when a search engine company charges fees related to inclusion of websites in their search index.
(A) Contextual search.
(B) Site optimization.
(C) Paid inclusion.
(D) Paid listing
Answer: (","Which is the most possible answer?
(A) Contextual search.
(B) Site optimization.
(C) Paid inclusion.
(D) Paid listing
Answer: (",34,"[32, 33, 35]"
" This is where the manufacturing, purchasing, and consumption can occur at differing points in time.",Time utility.,Ownership utility.,Accessibility.,Information utility.,A,marketing," This is where the manufacturing, purchasing, and consumption can occur at differing points in time.
(A) Time utility.
(B) Ownership utility.
(C) Accessibility.
(D) Information utility.
Answer: (","Which is the most possible answer?
(A) Time utility.
(B) Ownership utility.
(C) Accessibility.
(D) Information utility.
Answer: (",32,"[33, 34, 35]"
" According to Maslow's Hierarchy of Needs theory, the need for fulfilment, for realizing one's own potential, and for fully using one's talents and capabilities are examples of __________ needs.",Self-actualization.,Physiological.,Social.,Esteem.,A,marketing," According to Maslow's Hierarchy of Needs theory, the need for fulfilment, for realizing one's own potential, and for fully using one's talents and capabilities are examples of __________ needs.
(A) Self-actualization.
(B) Physiological.
(C) Social.
(D) Esteem.
Answer: (","Which is the most possible answer?
(A) Self-actualization.
(B) Physiological.
(C) Social.
(D) Esteem.
Answer: (",32,"[33, 34, 35]"
Which of the following is not part of the consumer proposition acquisition process?,Motive development.,Information gathering.,Proposition evaluation.,Perception.,D,marketing,"Which of the following is not part of the consumer proposition acquisition process?
(A) Motive development.
(B) Information gathering.
(C) Proposition evaluation.
(D) Perception.
Answer: (","Which is the most possible answer?
(A) Motive development.
(B) Information gathering.
(C) Proposition evaluation.
(D) Perception.
Answer: (",35,"[32, 33, 34]"
" When analysing consumer lifecycles, marketers look at consumers in differing stages of their life. Many models upon which these are based were developed in the 1960s. Since then a lot has changed in 'consumer lifecycles'. Which emerging trends should marketers take into consideration?",Fewer people are getting married.,People getting married at a later age.,More couples co-habiting.,All of the above.,D,marketing," When analysing consumer lifecycles, marketers look at consumers in differing stages of their life. Many models upon which these are based were developed in the 1960s. Since then a lot has changed in 'consumer lifecycles'. Which emerging trends should marketers take into consideration?
(A) Fewer people are getting married.
(B) People getting married at a later age.
(C) More couples co-habiting.
(D) All of the above.
Answer: (","Which is the most possible answer?
(A) Fewer people are getting married.
(B) People getting married at a later age.
(C) More couples co-habiting.
(D) All of the above.
Answer: (",35,"[32, 33, 34]"
 The pricing approach where prices are set based on what customers believe to offer value is called the:,Cost-oriented approach.,Demand-oriented approach.,Competitor-oriented approach.,Value-oriented approach.,D,marketing," The pricing approach where prices are set based on what customers believe to offer value is called the:
(A) Cost-oriented approach.
(B) Demand-oriented approach.
(C) Competitor-oriented approach.
(D) Value-oriented approach.
Answer: (","Which is the most possible answer?
(A) Cost-oriented approach.
(B) Demand-oriented approach.
(C) Competitor-oriented approach.
(D) Value-oriented approach.
Answer: (",35,"[32, 33, 34]"
The Internet has led to the development of an information intermediary. Here the key role is to manage information to improve the efficiency and effectiveness of the distribution channel. This is referred to as:,Time utility.,Information utility.,Ownership utility.,Place utility.,B,marketing,"The Internet has led to the development of an information intermediary. Here the key role is to manage information to improve the efficiency and effectiveness of the distribution channel. This is referred to as:
(A) Time utility.
(B) Information utility.
(C) Ownership utility.
(D) Place utility.
Answer: (","Which is the most possible answer?
(A) Time utility.
(B) Information utility.
(C) Ownership utility.
(D) Place utility.
Answer: (",33,"[32, 34, 35]"
Which of the following is the best example of a trade discount?,A lumberyard offers a discount to a homeowner for buying lumber.,A retailer offers a discount to a consumer for buying out of-season merchandise.,A producer offers a discount to retailers for promoting its product during the month of June.,A car dealer offers a discount to a customer in exchange for a used car.,C,marketing,"Which of the following is the best example of a trade discount?
(A) A lumberyard offers a discount to a homeowner for buying lumber.
(B) A retailer offers a discount to a consumer for buying out of-season merchandise.
(C) A producer offers a discount to retailers for promoting its product during the month of June.
(D) A car dealer offers a discount to a customer in exchange for a used car.
Answer: (","Which is the most possible answer?
(A) A lumberyard offers a discount to a homeowner for buying lumber.
(B) A retailer offers a discount to a consumer for buying out of-season merchandise.
(C) A producer offers a discount to retailers for promoting its product during the month of June.
(D) A car dealer offers a discount to a customer in exchange for a used car.
Answer: (",34,"[32, 33, 35]"
The rise of ___________ has led marketing to evolve away from a hierarchical one-sided mass communication model towards more participatory technologies (e.g. social channels and online communities).,Website.,Social media.,Web 1.0.,Web platform.,B,marketing,"The rise of ___________ has led marketing to evolve away from a hierarchical one-sided mass communication model towards more participatory technologies (e.g. social channels and online communities).
(A) Website.
(B) Social media.
(C) Web 1.0.
(D) Web platform.
Answer: (","Which is the most possible answer?
(A) Website.
(B) Social media.
(C) Web 1.0.
(D) Web platform.
Answer: (",33,"[32, 34, 35]"
 Nysveen and Pedersen (2014) added in key dimensions of customer experience. The ______________ refers to how strongly a brand engages consumers in physical activities.,Affective dimension.,Intellectual dimension.,Behavioural dimension.,Sensory dimension.,C,marketing," Nysveen and Pedersen (2014) added in key dimensions of customer experience. The ______________ refers to how strongly a brand engages consumers in physical activities.
(A) Affective dimension.
(B) Intellectual dimension.
(C) Behavioural dimension.
(D) Sensory dimension.
Answer: (","Which is the most possible answer?
(A) Affective dimension.
(B) Intellectual dimension.
(C) Behavioural dimension.
(D) Sensory dimension.
Answer: (",34,"[32, 33, 35]"
