question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,management,"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (","Which is the most possible answer?
(A) Good natured
(B) Calm and self-confident
(C) Sensitive and curious
(D) Assertive and sociable
Answer: (",35,"[32, 33, 34]"
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,management,"What is the overriding philosophy underpinning the strategic direction of an organisation?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (","Which is the most possible answer?
(A) Vision statement
(B) Mission statement
(C) Strategy statement
(D) Business statement
Answer: (",33,"[32, 34, 35]"
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,management,"What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?
(A) Synergy planning
(B) Strategy formulation
(C) Functional planning
(D) SWOT analysis
Answer: (","Which is the most possible answer?
(A) Synergy planning
(B) Strategy formulation
(C) Functional planning
(D) SWOT analysis
Answer: (",33,"[32, 34, 35]"
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,management,"What is Frank Gilbreth`s work most noted for?
(A) Working conditions
(B) Time and motion studies
(C) Work psychology
(D) Work as a social setting
Answer: (","Which is the most possible answer?
(A) Working conditions
(B) Time and motion studies
(C) Work psychology
(D) Work as a social setting
Answer: (",33,"[32, 34, 35]"
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,management,"What is another name for contingency planning?
(A) Synergy planning
(B) Ad hoc planning
(C) Business level planning
(D) Scenario planning
Answer: (","Which is the most possible answer?
(A) Synergy planning
(B) Ad hoc planning
(C) Business level planning
(D) Scenario planning
Answer: (",35,"[32, 33, 34]"
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,management,"Which feature does not form one of Fayol's 14 principles of management?
(A) Esprit de corps
(B) Initiative
(C) Order
(D) Individualism
Answer: (","Which is the most possible answer?
(A) Esprit de corps
(B) Initiative
(C) Order
(D) Individualism
Answer: (",35,"[32, 33, 34]"
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,management,"What one of the following is not a characteristic of the job characteristics model?
(A) Task identity
(B) Autonomy
(C) Reward
(D) Feedback
Answer: (","Which is the most possible answer?
(A) Task identity
(B) Autonomy
(C) Reward
(D) Feedback
Answer: (",34,"[32, 33, 35]"
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,management,"Workers' acceptance of change is characteristic of what type of culture?
(A) Team culture
(B) Collaborative culture
(C) Group culture
(D) Collective culture
Answer: (","Which is the most possible answer?
(A) Team culture
(B) Collaborative culture
(C) Group culture
(D) Collective culture
Answer: (",33,"[32, 34, 35]"
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,management,"What is a virtual organisation?
(A) An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions
(B) An organisation that uses internet technologies to sell products to customers
(C) An organisation that manages the supply chain using digital technologies
(D) An organisation that coordinates the workforce via video conferencing
Answer: (","Which is the most possible answer?
(A) An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions
(B) An organisation that uses internet technologies to sell products to customers
(C) An organisation that manages the supply chain using digital technologies
(D) An organisation that coordinates the workforce via video conferencing
Answer: (",32,"[33, 34, 35]"
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,management,"From what does a chain of command extend?
(A) Bottom to top
(B) Top to bottom
(C) Diagonally
(D) Laterally
Answer: (","Which is the most possible answer?
(A) Bottom to top
(B) Top to bottom
(C) Diagonally
(D) Laterally
Answer: (",33,"[32, 34, 35]"
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,management,"What do you call a style of leadership that takes account of others' views, opinions and ideas?
(A) Laissez-faire
(B) People-oriented
(C) Democratic
(D) Autocratic
Answer: (","Which is the most possible answer?
(A) Laissez-faire
(B) People-oriented
(C) Democratic
(D) Autocratic
Answer: (",34,"[32, 33, 35]"
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,management,"What is the guiding principle of scientific management?
(A) Experimentation
(B) Fluid working relationships
(C) Freedom of association
(D) One best way to do a job
Answer: (","Which is the most possible answer?
(A) Experimentation
(B) Fluid working relationships
(C) Freedom of association
(D) One best way to do a job
Answer: (",35,"[32, 33, 34]"
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,management,"What is the term Tuckman uses for reaching consensus as a group?
(A) Storming
(B) Performing
(C) Forming
(D) Norming
Answer: (","Which is the most possible answer?
(A) Storming
(B) Performing
(C) Forming
(D) Norming
Answer: (",35,"[32, 33, 34]"
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,management,"What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?
(A) Expectancy
(B) Instrumental
(C) Classical
(D) Contingency
Answer: (","Which is the most possible answer?
(A) Expectancy
(B) Instrumental
(C) Classical
(D) Contingency
Answer: (",32,"[33, 34, 35]"
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,management,"What is the term for decisions limited by human capacity to absorb and analyse information?
(A) Cognitive rationality
(B) Conscious rationality
(C) Bounded rationality
(D) Restricted rationality
Answer: (","Which is the most possible answer?
(A) Cognitive rationality
(B) Conscious rationality
(C) Bounded rationality
(D) Restricted rationality
Answer: (",34,"[32, 33, 35]"
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,management,"What is a definition of an objective?
(A) A defined specified outcome to be achieved in the long-term
(B) A clear set of goals to be attained given a set number of resources
(C) A clearly defined and measurable outcome to be achieved over a specified timeframe
(D) A set standard of performance agreed by workers and managers
Answer: (","Which is the most possible answer?
(A) A defined specified outcome to be achieved in the long-term
(B) A clear set of goals to be attained given a set number of resources
(C) A clearly defined and measurable outcome to be achieved over a specified timeframe
(D) A set standard of performance agreed by workers and managers
Answer: (",34,"[32, 33, 35]"
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,management,"What is not a purpose of an organisational structure?
(A) To coordinate people and resources
(B) To organise lines of communication
(C) To formalise authority
(D) To limit workers' rights
Answer: (","Which is the most possible answer?
(A) To coordinate people and resources
(B) To organise lines of communication
(C) To formalise authority
(D) To limit workers' rights
Answer: (",35,"[32, 33, 34]"
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,management,"To what time-frame do strategic plans relate?
(A) Long-term
(B) Medium-term
(C) Short-term
(D) Unspecified time it takes to achieve an aim
Answer: (","Which is the most possible answer?
(A) Long-term
(B) Medium-term
(C) Short-term
(D) Unspecified time it takes to achieve an aim
Answer: (",32,"[33, 34, 35]"
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,management,"What is the term for organisational development through a formally designed organisational structure?
(A) Organic
(B) Mechanistic
(C) Formal
(D) Structured
Answer: (","Which is the most possible answer?
(A) Organic
(B) Mechanistic
(C) Formal
(D) Structured
Answer: (",33,"[32, 34, 35]"
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,management,"'There is no discernible link between planning and performance'. Who is this position held by?
(A) Michael Porter
(B) Milton Friedman
(C) Gary Hamel
(D) Henry Mintzberg
Answer: (","Which is the most possible answer?
(A) Michael Porter
(B) Milton Friedman
(C) Gary Hamel
(D) Henry Mintzberg
Answer: (",35,"[32, 33, 34]"
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,management,"What does situational theory of leadership emphasise?
(A) Personality traits
(B) Events
(C) Environment
(D) Political situation
Answer: (","Which is the most possible answer?
(A) Personality traits
(B) Events
(C) Environment
(D) Political situation
Answer: (",33,"[32, 34, 35]"
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,management,"What is intuitive decision making based on?
(A) Guesswork
(B) Gambling
(C) Instinct
(D) Rationality
Answer: (","Which is the most possible answer?
(A) Guesswork
(B) Gambling
(C) Instinct
(D) Rationality
Answer: (",34,"[32, 33, 35]"
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,management,"Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?
(A) Process improvement
(B) Techno-structural change model
(C) Job characteristics model
(D) Socio-technical systems
Answer: (","Which is the most possible answer?
(A) Process improvement
(B) Techno-structural change model
(C) Job characteristics model
(D) Socio-technical systems
Answer: (",35,"[32, 33, 34]"
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,management,"Which 18th century writer produced a famous book called 'The Wealth of Nations'?
(A) Frederick Taylor
(B) Henry Mintzberg
(C) Adam Smith
(D) Dr Samuel Johnson
Answer: (","Which is the most possible answer?
(A) Frederick Taylor
(B) Henry Mintzberg
(C) Adam Smith
(D) Dr Samuel Johnson
Answer: (",34,"[32, 33, 35]"
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,management,"Which one of these characteristics is most commonly associated with the 'rational goal' model of management?
(A) Worker welfare
(B) Health and safety
(C) Interpersonal relationships
(D) Productivity
Answer: (","Which is the most possible answer?
(A) Worker welfare
(B) Health and safety
(C) Interpersonal relationships
(D) Productivity
Answer: (",35,"[32, 33, 34]"
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,management,"In what order do managers typically perform the managerial functions?
(A) organising, planning, controlling, leading
(B) organising, leading, planning, controlling
(C) planning, organising, leading, controlling
(D) planning, organising, controlling, leading
Answer: (","Which is the most possible answer?
(A) organising, planning, controlling, leading
(B) organising, leading, planning, controlling
(C) planning, organising, leading, controlling
(D) planning, organising, controlling, leading
Answer: (",34,"[32, 33, 35]"
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,management,"How does lateral communication in an organisation occur?
(A) Information passes upwards.
(B) Information passes downwards.
(C) Information is a two-way process.
(D) Information passes between different departments and functions.
Answer: (","Which is the most possible answer?
(A) Information passes upwards.
(B) Information passes downwards.
(C) Information is a two-way process.
(D) Information passes between different departments and functions.
Answer: (",35,"[32, 33, 34]"
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,management,"Of what is advertising a form?
(A) Focusing strategy
(B) Differentiation
(C) Cost leadership
(D) Growth
Answer: (","Which is the most possible answer?
(A) Focusing strategy
(B) Differentiation
(C) Cost leadership
(D) Growth
Answer: (",33,"[32, 34, 35]"
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,management,"What is not a component of an agile organisation?
(A) Market focus and position
(B) Human resources: multi-skilling
(C) Organisational structure
(D) Project-based culture
Answer: (","Which is the most possible answer?
(A) Market focus and position
(B) Human resources: multi-skilling
(C) Organisational structure
(D) Project-based culture
Answer: (",35,"[32, 33, 34]"
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,management,"Of what is worker autonomy in decision making an example?
(A) Worker freedom
(B) Greater worker negotiation
(C) Worker empowerment
(D) Increased worker power
Answer: (","Which is the most possible answer?
(A) Worker freedom
(B) Greater worker negotiation
(C) Worker empowerment
(D) Increased worker power
Answer: (",34,"[32, 33, 35]"
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,management,"Vertical integration forwards is when a firm mergers or acquires another
(A) Towards the source of supply
(B) Towards the consumer
(C) At the same stage of the supply chain
(D) In another industry
Answer: (","Which is the most possible answer?
(A) Towards the source of supply
(B) Towards the consumer
(C) At the same stage of the supply chain
(D) In another industry
Answer: (",33,"[32, 34, 35]"
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,management,"What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?
(A) Subsidiary
(B) Strategic partnership
(C) Strategic alliance
(D) Strategic business unit
Answer: (","Which is the most possible answer?
(A) Subsidiary
(B) Strategic partnership
(C) Strategic alliance
(D) Strategic business unit
Answer: (",35,"[32, 33, 34]"
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,management,"What is not a characteristic of a corporate social responsibility framework?
(A) Retaining the status quo
(B) Understanding society
(C) Harnessing diversity
(D) Building capacity
Answer: (","Which is the most possible answer?
(A) Retaining the status quo
(B) Understanding society
(C) Harnessing diversity
(D) Building capacity
Answer: (",32,"[33, 34, 35]"
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,management,"What is a whistleblower?
(A) Someone who reports illegal or unethical acts
(B) Someone who commits illegal or unethical acts
(C) Someone who benefits from illegal or unethical acts
(D) Someone who devises illegal or unethical acts
Answer: (","Which is the most possible answer?
(A) Someone who reports illegal or unethical acts
(B) Someone who commits illegal or unethical acts
(C) Someone who benefits from illegal or unethical acts
(D) Someone who devises illegal or unethical acts
Answer: (",32,"[33, 34, 35]"
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,management,"What is T-group training?
(A) A group whose aim is transformational change
(B) A group brought together to deliver training programmes
(C) Team training for the purposes of advancing technology
(D) Team building activities involving learning
Answer: (","Which is the most possible answer?
(A) A group whose aim is transformational change
(B) A group brought together to deliver training programmes
(C) Team training for the purposes of advancing technology
(D) Team building activities involving learning
Answer: (",35,"[32, 33, 34]"
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,management,"What is a social enterprise concerned with?
(A) Profit maximisation
(B) Maximising market share
(C) Providing public service
(D) Running a business to create social benefits
Answer: (","Which is the most possible answer?
(A) Profit maximisation
(B) Maximising market share
(C) Providing public service
(D) Running a business to create social benefits
Answer: (",35,"[32, 33, 34]"
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,management,"Which of the following is not part of Schein's model of the formation of culture?
(A) Shared values
(B) Pre-conceptions
(C) Shared beliefs
(D) Norms
Answer: (","Which is the most possible answer?
(A) Shared values
(B) Pre-conceptions
(C) Shared beliefs
(D) Norms
Answer: (",33,"[32, 34, 35]"
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,management,"What is not one of the layers of cultural influence?
(A) Social
(B) Business
(C) Organisational
(D) Company
Answer: (","Which is the most possible answer?
(A) Social
(B) Business
(C) Organisational
(D) Company
Answer: (",35,"[32, 33, 34]"
