question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"A case-control study is conducted to assess the association between alcohol consumption and lung cancer patients with lung cancer and 100 controls are asked about their past alcohol consumption. According to the study results, alcohol consumption is strongly associated with lung cancer (OR = 2.5). The researchers then divide the study subjects into two groups: smokers and non-smokers. Subsequent statistical analysis does not reveal any association between alcohol consumption and lung cancer within either group. The scenario described is an example of which of the following?",Observer bias,Confounding,Placebo effect,Nonresponse bias,B,virology,"A case-control study is conducted to assess the association between alcohol consumption and lung cancer patients with lung cancer and 100 controls are asked about their past alcohol consumption. According to the study results, alcohol consumption is strongly associated with lung cancer (OR = 2.5). The researchers then divide the study subjects into two groups: smokers and non-smokers. Subsequent statistical analysis does not reveal any association between alcohol consumption and lung cancer within either group. The scenario described is an example of which of the following?
(A) Observer bias
(B) Confounding
(C) Placebo effect
(D) Nonresponse bias
Answer: (","Which is the most possible answer?
(A) Observer bias
(B) Confounding
(C) Placebo effect
(D) Nonresponse bias
Answer: (",33,"[32, 34, 35]"
How are arenaviruses spread?,Sexual contact,Blood,Aerosols of urine from infected small mammals,Mosquito bites,A,virology,"How are arenaviruses spread?
(A) Sexual contact
(B) Blood
(C) Aerosols of urine from infected small mammals
(D) Mosquito bites
Answer: (","Which is the most possible answer?
(A) Sexual contact
(B) Blood
(C) Aerosols of urine from infected small mammals
(D) Mosquito bites
Answer: (",32,"[33, 34, 35]"
Which areas of the world are rabies free?,USA,Norway,EU,"Island nations, UK, NZ and Australia",D,virology,"Which areas of the world are rabies free?
(A) USA
(B) Norway
(C) EU
(D) Island nations, UK, NZ and Australia
Answer: (","Which is the most possible answer?
(A) USA
(B) Norway
(C) EU
(D) Island nations, UK, NZ and Australia
Answer: (",35,"[32, 33, 34]"
The risk of perinatal transmission of HIV-1 infection during breast feeding is increased due to:,Mixed feeding,Very early introduction of solids,Both a and b,None of them,C,virology,"The risk of perinatal transmission of HIV-1 infection during breast feeding is increased due to:
(A) Mixed feeding
(B) Very early introduction of solids
(C) Both a and b
(D) None of them
Answer: (","Which is the most possible answer?
(A) Mixed feeding
(B) Very early introduction of solids
(C) Both a and b
(D) None of them
Answer: (",34,"[32, 33, 35]"
How is the parvovirus family targeted to reduce disease?,Transfusion blood is screened,Vaccine has been developed,A range of new antivirals,Social distancing,A,virology,"How is the parvovirus family targeted to reduce disease?
(A) Transfusion blood is screened
(B) Vaccine has been developed
(C) A range of new antivirals
(D) Social distancing
Answer: (","Which is the most possible answer?
(A) Transfusion blood is screened
(B) Vaccine has been developed
(C) A range of new antivirals
(D) Social distancing
Answer: (",32,"[33, 34, 35]"
Who discovered the first virus?,The microscopist Antonie van Leeuwenhoek,The bacteriologist Charles Chamberland,The botanist Dmitri Iwanowsky,The virologist Jonas Salk,C,virology,"Who discovered the first virus?
(A) The microscopist Antonie van Leeuwenhoek
(B) The bacteriologist Charles Chamberland
(C) The botanist Dmitri Iwanowsky
(D) The virologist Jonas Salk
Answer: (","Which is the most possible answer?
(A) The microscopist Antonie van Leeuwenhoek
(B) The bacteriologist Charles Chamberland
(C) The botanist Dmitri Iwanowsky
(D) The virologist Jonas Salk
Answer: (",34,"[32, 33, 35]"
Structural interventions typically target:,Policies,The environment,Availability,All of the above,D,virology,"Structural interventions typically target:
(A) Policies
(B) The environment
(C) Availability
(D) All of the above
Answer: (","Which is the most possible answer?
(A) Policies
(B) The environment
(C) Availability
(D) All of the above
Answer: (",35,"[32, 33, 34]"
What is the main clinical picture of hepatitis A?,Rash,Limb paralysis,Jaundice and abdominal discomfort,Upper respiratory tract infection,C,virology,"What is the main clinical picture of hepatitis A?
(A) Rash
(B) Limb paralysis
(C) Jaundice and abdominal discomfort
(D) Upper respiratory tract infection
Answer: (","Which is the most possible answer?
(A) Rash
(B) Limb paralysis
(C) Jaundice and abdominal discomfort
(D) Upper respiratory tract infection
Answer: (",34,"[32, 33, 35]"
If the human norovirus cannot be cultured in cell cultures how can it best be studied?,Animal models,Volunteer studies,In cells using replicon systems,Deductions from the 3 human ORF's of the virus genome,B,virology,"If the human norovirus cannot be cultured in cell cultures how can it best be studied?
(A) Animal models
(B) Volunteer studies
(C) In cells using replicon systems
(D) Deductions from the 3 human ORF's of the virus genome
Answer: (","Which is the most possible answer?
(A) Animal models
(B) Volunteer studies
(C) In cells using replicon systems
(D) Deductions from the 3 human ORF's of the virus genome
Answer: (",33,"[32, 34, 35]"
"Any systematic error in the design, conduct, or analysis of a study that results in a mistaken estimate of an exposure’s effect on the risk of disease is called:",Confounding,Bias,Interaction,Stratification,C,virology,"Any systematic error in the design, conduct, or analysis of a study that results in a mistaken estimate of an exposure’s effect on the risk of disease is called:
(A) Confounding
(B) Bias
(C) Interaction
(D) Stratification
Answer: (","Which is the most possible answer?
(A) Confounding
(B) Bias
(C) Interaction
(D) Stratification
Answer: (",34,"[32, 33, 35]"
Describe the coronavirus structure.,Club shaped glycoprotein spikes protrude through a lipid bilayer,An icosahedral structure with an envelope,An icosahedral large pleomorphic virus,Large regimented barrel shaped virus,C,virology,"Describe the coronavirus structure.
(A) Club shaped glycoprotein spikes protrude through a lipid bilayer
(B) An icosahedral structure with an envelope
(C) An icosahedral large pleomorphic virus
(D) Large regimented barrel shaped virus
Answer: (","Which is the most possible answer?
(A) Club shaped glycoprotein spikes protrude through a lipid bilayer
(B) An icosahedral structure with an envelope
(C) An icosahedral large pleomorphic virus
(D) Large regimented barrel shaped virus
Answer: (",34,"[32, 33, 35]"
SARS is described as a zoonotic virus - what does this mean?,Such viruses are confined to animals,They do not cause disease in humans,They emerge from animals to cross the species barrier infrequently,They cause pandemics,A,virology,"SARS is described as a zoonotic virus - what does this mean?
(A) Such viruses are confined to animals
(B) They do not cause disease in humans
(C) They emerge from animals to cross the species barrier infrequently
(D) They cause pandemics
Answer: (","Which is the most possible answer?
(A) Such viruses are confined to animals
(B) They do not cause disease in humans
(C) They emerge from animals to cross the species barrier infrequently
(D) They cause pandemics
Answer: (",32,"[33, 34, 35]"
Which of the following coronaviruses has caused thousands of deaths around the world as an 'emergent' virus?,MERS,SARS,OC43,HKU1,A,virology,"Which of the following coronaviruses has caused thousands of deaths around the world as an 'emergent' virus?
(A) MERS
(B) SARS
(C) OC43
(D) HKU1
Answer: (","Which is the most possible answer?
(A) MERS
(B) SARS
(C) OC43
(D) HKU1
Answer: (",32,"[33, 34, 35]"
Clinical infection by an arenavirus is characterised by which one of the following?,Pantropic infection,Signs of malaria,Short (2-3 days) incubation,Hepatitis,A,virology,"Clinical infection by an arenavirus is characterised by which one of the following?
(A) Pantropic infection
(B) Signs of malaria
(C) Short (2-3 days) incubation
(D) Hepatitis
Answer: (","Which is the most possible answer?
(A) Pantropic infection
(B) Signs of malaria
(C) Short (2-3 days) incubation
(D) Hepatitis
Answer: (",32,"[33, 34, 35]"
How does rubella cause foetal abnormalities?,By crossing the placenta early in pregnancy and infecting the foetus,By only infecting the placenta,By inducing cytokines and chemokines in the mother,By raising the temperature of the mother and inducing an abnormal immune reaction to the foetus,A,virology,"How does rubella cause foetal abnormalities?
(A) By crossing the placenta early in pregnancy and infecting the foetus
(B) By only infecting the placenta
(C) By inducing cytokines and chemokines in the mother
(D) By raising the temperature of the mother and inducing an abnormal immune reaction to the foetus
Answer: (","Which is the most possible answer?
(A) By crossing the placenta early in pregnancy and infecting the foetus
(B) By only infecting the placenta
(C) By inducing cytokines and chemokines in the mother
(D) By raising the temperature of the mother and inducing an abnormal immune reaction to the foetus
Answer: (",32,"[33, 34, 35]"
Which of the following is an unusual feature of the replication cycle in coronaviruses?,The RNAs all terminate in a common 3´ and produce nested set transcripts,They take advantage of recombination with the long RNA genome,They are not highly mutable,They use capped cellular mRNA's,B,virology,"Which of the following is an unusual feature of the replication cycle in coronaviruses?
(A) The RNAs all terminate in a common 3´ and produce nested set transcripts
(B) They take advantage of recombination with the long RNA genome
(C) They are not highly mutable
(D) They use capped cellular mRNA's
Answer: (","Which is the most possible answer?
(A) The RNAs all terminate in a common 3´ and produce nested set transcripts
(B) They take advantage of recombination with the long RNA genome
(C) They are not highly mutable
(D) They use capped cellular mRNA's
Answer: (",33,"[32, 34, 35]"
Which replication strategy is paralleled by some other viruses?,Cytoplasmic replication and 'snatched caps' are used as primers for RNA transcription,Replicates in cytoplasmic tubules,Extracellular replication,Replicates in the nucleus,C,virology,"Which replication strategy is paralleled by some other viruses?
(A) Cytoplasmic replication and 'snatched caps' are used as primers for RNA transcription
(B) Replicates in cytoplasmic tubules
(C) Extracellular replication
(D) Replicates in the nucleus
Answer: (","Which is the most possible answer?
(A) Cytoplasmic replication and 'snatched caps' are used as primers for RNA transcription
(B) Replicates in cytoplasmic tubules
(C) Extracellular replication
(D) Replicates in the nucleus
Answer: (",34,"[32, 33, 35]"
The characteristic of a generalized epidemic is:,High rates in drug users,High rates in MSM,High rates in pregnant women,High rate in STD clinic attendees,C,virology,"The characteristic of a generalized epidemic is:
(A) High rates in drug users
(B) High rates in MSM
(C) High rates in pregnant women
(D) High rate in STD clinic attendees
Answer: (","Which is the most possible answer?
(A) High rates in drug users
(B) High rates in MSM
(C) High rates in pregnant women
(D) High rate in STD clinic attendees
Answer: (",34,"[32, 33, 35]"
An updated version of classification shows the parvovirus family as having how many genera?,Having 5 genera,A very large number of virus types,Only a single virus,Only three viruses,B,virology,"An updated version of classification shows the parvovirus family as having how many genera?
(A) Having 5 genera
(B) A very large number of virus types
(C) Only a single virus
(D) Only three viruses
Answer: (","Which is the most possible answer?
(A) Having 5 genera
(B) A very large number of virus types
(C) Only a single virus
(D) Only three viruses
Answer: (",33,"[32, 34, 35]"
The largest Latino community in the U.S. is:,Puerto Rican,Mexican,Cuban,Brazilian,B,virology,"The largest Latino community in the U.S. is:
(A) Puerto Rican
(B) Mexican
(C) Cuban
(D) Brazilian
Answer: (","Which is the most possible answer?
(A) Puerto Rican
(B) Mexican
(C) Cuban
(D) Brazilian
Answer: (",33,"[32, 34, 35]"
How can epidemics of astrovirus mainly be controlled?,By vaccination,Using passive antibody,Basic knowledge of hand washing and food hygiene,Quarantine,C,virology,"How can epidemics of astrovirus mainly be controlled?
(A) By vaccination
(B) Using passive antibody
(C) Basic knowledge of hand washing and food hygiene
(D) Quarantine
Answer: (","Which is the most possible answer?
(A) By vaccination
(B) Using passive antibody
(C) Basic knowledge of hand washing and food hygiene
(D) Quarantine
Answer: (",34,"[32, 33, 35]"
"500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?",Case series report,Cohort study,Case-control study,Cross-sectional study,A,virology,"500 women aged 40 – 54 who present for routine check-ups are asked about their meat consumption the women turn out to be vegetarian. During the ensuing 5 years, 5 vegetarians and 43 non-vegetarians develop colorectal cancer. Which of the following best describes the study design?
(A) Case series report
(B) Cohort study
(C) Case-control study
(D) Cross-sectional study
Answer: (","Which is the most possible answer?
(A) Case series report
(B) Cohort study
(C) Case-control study
(D) Cross-sectional study
Answer: (",32,"[33, 34, 35]"
In the absence of treatment the risk of HIV transmission from an infected mother to her fetus/infant was highest in which of the following areas?,Africa,North America,Europe,Japan,A,virology,"In the absence of treatment the risk of HIV transmission from an infected mother to her fetus/infant was highest in which of the following areas?
(A) Africa
(B) North America
(C) Europe
(D) Japan
Answer: (","Which is the most possible answer?
(A) Africa
(B) North America
(C) Europe
(D) Japan
Answer: (",32,"[33, 34, 35]"
Poliovirus can most easily become more virulent by which of the following processes?,Mutation of the RNA genome at only a few positions,Recombining with another enterovirus,Altering its protein coat,Multiple nucleotide deletions and substitutions,A,virology,"Poliovirus can most easily become more virulent by which of the following processes?
(A) Mutation of the RNA genome at only a few positions
(B) Recombining with another enterovirus
(C) Altering its protein coat
(D) Multiple nucleotide deletions and substitutions
Answer: (","Which is the most possible answer?
(A) Mutation of the RNA genome at only a few positions
(B) Recombining with another enterovirus
(C) Altering its protein coat
(D) Multiple nucleotide deletions and substitutions
Answer: (",32,"[33, 34, 35]"
A virus such as influenza which emerges suddenly and spreads globally is called:,Epidemic,Endemic,Pandemic,Zoonotic,B,virology,"A virus such as influenza which emerges suddenly and spreads globally is called:
(A) Epidemic
(B) Endemic
(C) Pandemic
(D) Zoonotic
Answer: (","Which is the most possible answer?
(A) Epidemic
(B) Endemic
(C) Pandemic
(D) Zoonotic
Answer: (",33,"[32, 34, 35]"
"Of the following factors, which are the most important factors for virus spread and infection?",Age,Sex,Genetic factors,Travel,D,virology,"Of the following factors, which are the most important factors for virus spread and infection?
(A) Age
(B) Sex
(C) Genetic factors
(D) Travel
Answer: (","Which is the most possible answer?
(A) Age
(B) Sex
(C) Genetic factors
(D) Travel
Answer: (",35,"[32, 33, 34]"
How do viruses of the calcivirus family replicate?,As negative strand RNA viruses,As positive strand RNA viruses,Retroviruses,Using genetic reassortment,B,virology,"How do viruses of the calcivirus family replicate?
(A) As negative strand RNA viruses
(B) As positive strand RNA viruses
(C) Retroviruses
(D) Using genetic reassortment
Answer: (","Which is the most possible answer?
(A) As negative strand RNA viruses
(B) As positive strand RNA viruses
(C) Retroviruses
(D) Using genetic reassortment
Answer: (",33,"[32, 34, 35]"
The parvoviruses have a rather unique genome; what form does it take?,Circular ds DNA,Small linear ss DNA,ds DNA genome,RNA genome with RT,D,virology,"The parvoviruses have a rather unique genome; what form does it take?
(A) Circular ds DNA
(B) Small linear ss DNA
(C) ds DNA genome
(D) RNA genome with RT
Answer: (","Which is the most possible answer?
(A) Circular ds DNA
(B) Small linear ss DNA
(C) ds DNA genome
(D) RNA genome with RT
Answer: (",35,"[32, 33, 34]"
How can the morphology of filoviruses be described?,Very large ball like structure,Long filamentous threads,Icosahedral virion,Floppy membranes without defined morphology,C,virology,"How can the morphology of filoviruses be described?
(A) Very large ball like structure
(B) Long filamentous threads
(C) Icosahedral virion
(D) Floppy membranes without defined morphology
Answer: (","Which is the most possible answer?
(A) Very large ball like structure
(B) Long filamentous threads
(C) Icosahedral virion
(D) Floppy membranes without defined morphology
Answer: (",34,"[32, 33, 35]"
What is the usual direction of 'knowledge' in a cell?,From protein to DNA,From DNA to DNA,From DNA to RNA to protein,Random,C,virology,"What is the usual direction of 'knowledge' in a cell?
(A) From protein to DNA
(B) From DNA to DNA
(C) From DNA to RNA to protein
(D) Random
Answer: (","Which is the most possible answer?
(A) From protein to DNA
(B) From DNA to DNA
(C) From DNA to RNA to protein
(D) Random
Answer: (",34,"[32, 33, 35]"
Why are drug combinations essential for HIV?,Single drugs are not completely inhibitory,Mutations negate the effect of one drug,Combinations of antibiotics are effective versus TB,The virus cannot mutate vs a combination,C,virology,"Why are drug combinations essential for HIV?
(A) Single drugs are not completely inhibitory
(B) Mutations negate the effect of one drug
(C) Combinations of antibiotics are effective versus TB
(D) The virus cannot mutate vs a combination
Answer: (","Which is the most possible answer?
(A) Single drugs are not completely inhibitory
(B) Mutations negate the effect of one drug
(C) Combinations of antibiotics are effective versus TB
(D) The virus cannot mutate vs a combination
Answer: (",34,"[32, 33, 35]"
"Many virus infections result in immune pathology, this is caused predominantly by which of the following?",A cytokine storm,Antibody mediated reactions,A response of killer T cells (CD-8),A decline in function of the immune system,A,virology,"Many virus infections result in immune pathology, this is caused predominantly by which of the following?
(A) A cytokine storm
(B) Antibody mediated reactions
(C) A response of killer T cells (CD-8)
(D) A decline in function of the immune system
Answer: (","Which is the most possible answer?
(A) A cytokine storm
(B) Antibody mediated reactions
(C) A response of killer T cells (CD-8)
(D) A decline in function of the immune system
Answer: (",32,"[33, 34, 35]"
David Baltimore is a molecular biologist. What did he discover?,The structure of DNA,X-ray crystallographic techniques,The enzyme reverse transcriptase,The anti HIV drug zidovudine,C,virology,"David Baltimore is a molecular biologist. What did he discover?
(A) The structure of DNA
(B) X-ray crystallographic techniques
(C) The enzyme reverse transcriptase
(D) The anti HIV drug zidovudine
Answer: (","Which is the most possible answer?
(A) The structure of DNA
(B) X-ray crystallographic techniques
(C) The enzyme reverse transcriptase
(D) The anti HIV drug zidovudine
Answer: (",34,"[32, 33, 35]"
Identify the most commonly used diagnostic technique in the virus laboratory:,Virus isolation in cell culture,Deep sequencing (NGS),Reverse transcriptase (RT) PCR,Immuno-serology,B,virology,"Identify the most commonly used diagnostic technique in the virus laboratory:
(A) Virus isolation in cell culture
(B) Deep sequencing (NGS)
(C) Reverse transcriptase (RT) PCR
(D) Immuno-serology
Answer: (","Which is the most possible answer?
(A) Virus isolation in cell culture
(B) Deep sequencing (NGS)
(C) Reverse transcriptase (RT) PCR
(D) Immuno-serology
Answer: (",33,"[32, 34, 35]"
The major risk group for HIV infection among Latinos is:,Heterosexual males,Homosexual males,Females,Injection drug users,B,virology,"The major risk group for HIV infection among Latinos is:
(A) Heterosexual males
(B) Homosexual males
(C) Females
(D) Injection drug users
Answer: (","Which is the most possible answer?
(A) Heterosexual males
(B) Homosexual males
(C) Females
(D) Injection drug users
Answer: (",33,"[32, 34, 35]"
"In HIV-associated tuberculosis cases, treatment with antiretrovirals should begin:",Before antiretroviral drugs are started,After antiretroviral drugs are started,Concurrently with antiretroviral drugs,Doesn’t make any difference,C,virology,"In HIV-associated tuberculosis cases, treatment with antiretrovirals should begin:
(A) Before antiretroviral drugs are started
(B) After antiretroviral drugs are started
(C) Concurrently with antiretroviral drugs
(D) Doesn’t make any difference
Answer: (","Which is the most possible answer?
(A) Before antiretroviral drugs are started
(B) After antiretroviral drugs are started
(C) Concurrently with antiretroviral drugs
(D) Doesn’t make any difference
Answer: (",34,"[32, 33, 35]"
A “benefit” of research may accrue:,To the participant,To his/her family,To society,All of the above,D,virology,"A “benefit” of research may accrue:
(A) To the participant
(B) To his/her family
(C) To society
(D) All of the above
Answer: (","Which is the most possible answer?
(A) To the participant
(B) To his/her family
(C) To society
(D) All of the above
Answer: (",35,"[32, 33, 34]"
What is the current best option for preventing future outbreaks of Ebola?,"Rebuild scientific, medical and nursing infrastructure and train staff",Early and accurate diagnosis with molecular kits,Develop effective vaccines,Arrange rapid intervention into West Africa with EU and USA army teams,D,virology,"What is the current best option for preventing future outbreaks of Ebola?
(A) Rebuild scientific, medical and nursing infrastructure and train staff
(B) Early and accurate diagnosis with molecular kits
(C) Develop effective vaccines
(D) Arrange rapid intervention into West Africa with EU and USA army teams
Answer: (","Which is the most possible answer?
(A) Rebuild scientific, medical and nursing infrastructure and train staff
(B) Early and accurate diagnosis with molecular kits
(C) Develop effective vaccines
(D) Arrange rapid intervention into West Africa with EU and USA army teams
Answer: (",35,"[32, 33, 34]"
Where are arenaviruses predominately located in the world?,SE Asia,Russia,Africa and S. America,N. America,A,virology,"Where are arenaviruses predominately located in the world?
(A) SE Asia
(B) Russia
(C) Africa and S. America
(D) N. America
Answer: (","Which is the most possible answer?
(A) SE Asia
(B) Russia
(C) Africa and S. America
(D) N. America
Answer: (",32,"[33, 34, 35]"
The most important element of ethical research on human subjects is:,Beneficence,Justice,A methodologically sound study design,Informed consent,D,virology,"The most important element of ethical research on human subjects is:
(A) Beneficence
(B) Justice
(C) A methodologically sound study design
(D) Informed consent
Answer: (","Which is the most possible answer?
(A) Beneficence
(B) Justice
(C) A methodologically sound study design
(D) Informed consent
Answer: (",35,"[32, 33, 34]"
The characteristic of injecting drug users in Asia is/are:,Strong family support,Low failure rate for rehabilitation centers,Remaining a member of the community,Both a and c,D,virology,"The characteristic of injecting drug users in Asia is/are:
(A) Strong family support
(B) Low failure rate for rehabilitation centers
(C) Remaining a member of the community
(D) Both a and c
Answer: (","Which is the most possible answer?
(A) Strong family support
(B) Low failure rate for rehabilitation centers
(C) Remaining a member of the community
(D) Both a and c
Answer: (",35,"[32, 33, 34]"
"Viruses have encouraged us to change our world, as we have now:",Eradicated smallpox,Eradicated polio,Increased hygiene,A better understanding of how cellular genes aid virus replication and so become a target for new drugs,A,virology,"Viruses have encouraged us to change our world, as we have now:
(A) Eradicated smallpox
(B) Eradicated polio
(C) Increased hygiene
(D) A better understanding of how cellular genes aid virus replication and so become a target for new drugs
Answer: (","Which is the most possible answer?
(A) Eradicated smallpox
(B) Eradicated polio
(C) Increased hygiene
(D) A better understanding of how cellular genes aid virus replication and so become a target for new drugs
Answer: (",32,"[33, 34, 35]"
What is the most important factor for virus classification?,The geometry of the virus,How many proteins the virus has,The disease a virus causes,Chemistry of the DNA and RNA,D,virology,"What is the most important factor for virus classification?
(A) The geometry of the virus
(B) How many proteins the virus has
(C) The disease a virus causes
(D) Chemistry of the DNA and RNA
Answer: (","Which is the most possible answer?
(A) The geometry of the virus
(B) How many proteins the virus has
(C) The disease a virus causes
(D) Chemistry of the DNA and RNA
Answer: (",35,"[32, 33, 34]"
The major issue for HIV infection among the Latino population is:,Late detection of HIV status,Cultural beliefs,Immigration,All of the above,D,virology,"The major issue for HIV infection among the Latino population is:
(A) Late detection of HIV status
(B) Cultural beliefs
(C) Immigration
(D) All of the above
Answer: (","Which is the most possible answer?
(A) Late detection of HIV status
(B) Cultural beliefs
(C) Immigration
(D) All of the above
Answer: (",35,"[32, 33, 34]"
Disease can most often be prevented by which of the following:,Vaccines,Antivirals,Hygiene,mosquito nets,A,virology,"Disease can most often be prevented by which of the following:
(A) Vaccines
(B) Antivirals
(C) Hygiene
(D) mosquito nets
Answer: (","Which is the most possible answer?
(A) Vaccines
(B) Antivirals
(C) Hygiene
(D) mosquito nets
Answer: (",32,"[33, 34, 35]"
Results of surveillance should be distributed to:,Decision makers,The public,The data collectors,All of the above,D,virology,"Results of surveillance should be distributed to:
(A) Decision makers
(B) The public
(C) The data collectors
(D) All of the above
Answer: (","Which is the most possible answer?
(A) Decision makers
(B) The public
(C) The data collectors
(D) All of the above
Answer: (",35,"[32, 33, 34]"
Which is a major characteristic of the bunyavirus family?,"Amplify by persistent infection of midgets, mosquitoes, sand flies, ticks",Predominantly mosquito borne,Genetic recombination or reassortment,Spread to humans via bites of mice and rats,A,virology,"Which is a major characteristic of the bunyavirus family?
(A) Amplify by persistent infection of midgets, mosquitoes, sand flies, ticks
(B) Predominantly mosquito borne
(C) Genetic recombination or reassortment
(D) Spread to humans via bites of mice and rats
Answer: (","Which is the most possible answer?
(A) Amplify by persistent infection of midgets, mosquitoes, sand flies, ticks
(B) Predominantly mosquito borne
(C) Genetic recombination or reassortment
(D) Spread to humans via bites of mice and rats
Answer: (",32,"[33, 34, 35]"
The group that permits analysis of the entire natural history of HIV/AIDS is:,Persistent seronegatives,Long-term survivors,Seroconverters,Long-term survivors with low levels of CD4+ cells,C,virology,"The group that permits analysis of the entire natural history of HIV/AIDS is:
(A) Persistent seronegatives
(B) Long-term survivors
(C) Seroconverters
(D) Long-term survivors with low levels of CD4+ cells
Answer: (","Which is the most possible answer?
(A) Persistent seronegatives
(B) Long-term survivors
(C) Seroconverters
(D) Long-term survivors with low levels of CD4+ cells
Answer: (",34,"[32, 33, 35]"
The chance of acquiring HIV infection from factor VIII in the United States in 2011 is 0% primarily because:,All donors for factor VIII are screened,Factor VIII is subject to detergent “washing” prior to release,Factor VIII is made synthetically,Factor VIII is important from countries with no reported HIV,C,virology,"The chance of acquiring HIV infection from factor VIII in the United States in 2011 is 0% primarily because:
(A) All donors for factor VIII are screened
(B) Factor VIII is subject to detergent “washing” prior to release
(C) Factor VIII is made synthetically
(D) Factor VIII is important from countries with no reported HIV
Answer: (","Which is the most possible answer?
(A) All donors for factor VIII are screened
(B) Factor VIII is subject to detergent “washing” prior to release
(C) Factor VIII is made synthetically
(D) Factor VIII is important from countries with no reported HIV
Answer: (",34,"[32, 33, 35]"
The prevalence of HIV among Latino-Americans compared to other ethic groups in the U.S. is:,Highest,Higher than all other ethnic groups except African-Americans,Higher than in all other ethnic groups except African-Americans and,Native Americans,B,virology,"The prevalence of HIV among Latino-Americans compared to other ethic groups in the U.S. is:
(A) Highest
(B) Higher than all other ethnic groups except African-Americans
(C) Higher than in all other ethnic groups except African-Americans and
(D) Native Americans
Answer: (","Which is the most possible answer?
(A) Highest
(B) Higher than all other ethnic groups except African-Americans
(C) Higher than in all other ethnic groups except African-Americans and
(D) Native Americans
Answer: (",33,"[32, 34, 35]"
What is the rubella syndrome?,A description of the 3 day rash of German measles,"The teratogenic lesions of cataracts, deafness, mental retardation and microcephaly in the foetus",Combination of rash and post infection encephalitis,Side effects of the MMR vaccine,B,virology,"What is the rubella syndrome?
(A) A description of the 3 day rash of German measles
(B) The teratogenic lesions of cataracts, deafness, mental retardation and microcephaly in the foetus
(C) Combination of rash and post infection encephalitis
(D) Side effects of the MMR vaccine
Answer: (","Which is the most possible answer?
(A) A description of the 3 day rash of German measles
(B) The teratogenic lesions of cataracts, deafness, mental retardation and microcephaly in the foetus
(C) Combination of rash and post infection encephalitis
(D) Side effects of the MMR vaccine
Answer: (",33,"[32, 34, 35]"
What is the most common way for a virus to kill a cell?,Dissolves the cellular membrane,Induces apoptosis via caspases,Fragments cellular DNA,Totally blocks cellular transcription,B,virology,"What is the most common way for a virus to kill a cell?
(A) Dissolves the cellular membrane
(B) Induces apoptosis via caspases
(C) Fragments cellular DNA
(D) Totally blocks cellular transcription
Answer: (","Which is the most possible answer?
(A) Dissolves the cellular membrane
(B) Induces apoptosis via caspases
(C) Fragments cellular DNA
(D) Totally blocks cellular transcription
Answer: (",33,"[32, 34, 35]"
The influenza virus has complicated genetics mainly characterised by which of the following?,Genetic reassortment amongst 8 genes,High levels of recombination,Rapid adsorption and fusion from without via a hydrophobic peptide,High fidelity RNA replicase enzyme,B,virology,"The influenza virus has complicated genetics mainly characterised by which of the following?
(A) Genetic reassortment amongst 8 genes
(B) High levels of recombination
(C) Rapid adsorption and fusion from without via a hydrophobic peptide
(D) High fidelity RNA replicase enzyme
Answer: (","Which is the most possible answer?
(A) Genetic reassortment amongst 8 genes
(B) High levels of recombination
(C) Rapid adsorption and fusion from without via a hydrophobic peptide
(D) High fidelity RNA replicase enzyme
Answer: (",33,"[32, 34, 35]"
The highest risk of HIV infection among drug users in the U.S. is in:,The east coast,"The central United States (Kansas, Missouri etc.)",Southern California,"The Pacific Northwest (Washington, Oregon, Idaho)",A,virology,"The highest risk of HIV infection among drug users in the U.S. is in:
(A) The east coast
(B) The central United States (Kansas, Missouri etc.)
(C) Southern California
(D) The Pacific Northwest (Washington, Oregon, Idaho)
Answer: (","Which is the most possible answer?
(A) The east coast
(B) The central United States (Kansas, Missouri etc.)
(C) Southern California
(D) The Pacific Northwest (Washington, Oregon, Idaho)
Answer: (",32,"[33, 34, 35]"
"A study is conducted to assess the relationship between race and end-stage renal disease pathologists independently study specimens from 1,000 kidney biopsies. The first group of pathologists is aware of the race of the patient from whom the biopsy came, while the second group is blinded as to the patient’s race. The first group reports ‘hypertensive nephropathy’ much more frequently for black patients than the second group. Which of the following types of bias is most likely present in this study?",Confounding,Nonresponse bias,Recall bias,Referral bias,A,virology,"A study is conducted to assess the relationship between race and end-stage renal disease pathologists independently study specimens from 1,000 kidney biopsies. The first group of pathologists is aware of the race of the patient from whom the biopsy came, while the second group is blinded as to the patient’s race. The first group reports ‘hypertensive nephropathy’ much more frequently for black patients than the second group. Which of the following types of bias is most likely present in this study?
(A) Confounding
(B) Nonresponse bias
(C) Recall bias
(D) Referral bias
Answer: (","Which is the most possible answer?
(A) Confounding
(B) Nonresponse bias
(C) Recall bias
(D) Referral bias
Answer: (",32,"[33, 34, 35]"
